rails_session_id	eye	start_event_name	start_event_stimulus_id	stop_event_name	stop_event_stimulus_id	event type	number	start	end	duration	location X	location Y	dispersion X	dispersion Y	avg. pupil size X	avg. pupil size Y
10	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	1	424782885901	424782985812	99911	337.7726	75.7095	26	42	11.04	11.04
10	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	1	424782885901	424782985812	99911	337.7726	75.7095	26	42	9.85	9.85
10	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	2	424783010444	424783352258	341814	368.7958	12.4416	27	71	11.12	11.12
10	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	2	424783010444	424783352258	341814	368.7958	12.4416	27	71	10.11	10.11
10	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	3	424783368929	424783452253	83324	376.5114	38.5508	15	75	11.10	11.10
10	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	3	424783368929	424783452253	83324	376.5114	38.5508	15	75	10.10	10.10
10	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	4	424783468979	424783735576	266597	351.7651	-7.6013	17	15	11.03	11.03
10	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	4	424783468979	424783735576	266597	351.7651	-7.6013	17	15	10.08	10.08
10	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	5	424783919141	424784119195	200054	355.4195	50.7919	24	69	10.99	10.99
10	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	5	424783919141	424784119195	200054	355.4195	50.7919	24	69	10.07	10.07
10	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	6	424784135563	424784352143	216580	422.2587	74.8363	32	34	11.13	11.13
10	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	6	424784135563	424784352143	216580	422.2587	74.8363	32	34	10.17	10.17
10	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	7	424784388343	424784702332	313989	465.6177	33.3818	34	28	11.13	11.13
10	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	7	424784388343	424784702332	313989	465.6177	33.3818	34	28	9.59	9.59
