user_id, 01, 02, 03, 04, 06, 07, 08, 09, 10, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 27, 29, 30, 32, 34, 35
01, 1.0, 0.0, 5.8053e-05, 4e-09, 0.0, 0.141520721, 0.38543531, 0.000767572, 0.0, 0.115736584, 0.004782955, 9.401e-06, 0.0, 1.239e-06, 0.0, 0.617411291, 0.0, 0.003665341, 0.0, 0.0, 3.0743e-05, 5.47e-07, 0.0, 0.0, 0.032476126, 0.0, 0.0, 0.018511371
02, 0.0, 1.0, 0.0, 0.0, 0.000200061, 0.0, 0.0, 0.0, 0.549471051, 0.0, 0.0, 1e-09, 0.013788354, 0.0, 0.381758319, 0.0, 0.022560215, 0.0, 0.0, 0.007123829, 0.0, 0.0, 7.99e-07, 0.015992417, 0.0, 1e-09, 0.0, 0.0
03, 5.8053e-05, 0.0, 1.0, 0.0, 3.978e-06, 1.2628e-05, 4.67e-07, 0.223647908, 0.0, 8e-09, 0.0, 0.120521585, 0.0, 0.0, 0.0, 0.000362712, 0.0, 0.001825014, 0.0, 0.0, 0.0, 0.028085228, 0.001652946, 0.0, 0.026508794, 0.0, 0.0, 0.000717774
04, 4e-09, 0.0, 0.0, 1.0, 0.0, 0.0, 4e-09, 0.0, 0.0, 0.0, 7.004e-06, 0.0, 0.0, 0.085356657, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018607324, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
06, 0.0, 0.000200061, 3.978e-06, 0.0, 1.0, 0.0, 1.4e-08, 5.85e-07, 0.00415279, 0.0, 0.0, 0.00025109, 0.000355713, 0.0, 0.008778735, 4e-09, 0.000805331, 0.000178586, 0.0, 0.211250286, 0.0, 0.002279546, 0.017355443, 0.020808309, 1.393e-06, 0.0, 0.0, 3.08e-07
07, 0.141520721, 0.0, 1.2628e-05, 0.0, 0.0, 1.0, 0.007515292, 0.000661524, 0.0, 0.74068802, 0.000503234, 1.7e-08, 0.0, 1e-07, 0.0, 0.115025927, 0.0, 0.000180609, 0.0, 0.0, 7.7763e-05, 1.699e-06, 0.0, 0.0, 0.002166174, 0.0, 0.0, 0.121712234
08, 0.38543531, 0.0, 4.67e-07, 4e-09, 1.4e-08, 0.007515292, 1.0, 4.668e-06, 0.0, 0.029729628, 0.022472562, 2e-09, 0.0, 2.716e-06, 0.0, 0.262926376, 0.0, 0.035234188, 0.0, 0.0, 0.000185195, 8.519e-06, 0.0, 0.0, 0.046917168, 0.0, 0.0, 0.00745895
09, 0.000767572, 0.0, 0.223647908, 0.0, 5.85e-07, 0.000661524, 4.668e-06, 1.0, 0.0, 2.567e-06, 0.0, 0.002688881, 0.0, 0.0, 0.0, 0.013864359, 0.0, 0.076167601, 0.0, 0.0, 0.0, 0.045404633, 4.1225e-05, 0.0, 0.244878919, 0.0, 0.0, 0.004810588
10, 0.0, 0.549471051, 0.0, 0.0, 0.00415279, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.002143942, 0.0, 0.314347156, 0.0, 0.157943003, 0.0, 6e-09, 0.029043921, 0.0, 0.0, 1.26e-07, 0.01839644, 0.0, 3e-09, 0.0, 0.0
12, 0.115736584, 0.0, 8e-09, 0.0, 0.0, 0.74068802, 0.029729628, 2.567e-06, 0.0, 1.0, 0.001037126, 0.0, 0.0, 1.1e-08, 0.0, 0.114548909, 0.0, 0.001120279, 0.0, 0.0, 2.1347e-05, 1e-09, 0.0, 0.0, 0.012735445, 0.0, 0.0, 0.087440456
