user_id, 01, 02, 03, 04, 06, 07, 08, 09, 10, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 27, 29, 30, 32, 34, 35
01, 1.0, 0.0, 0.0, 0.0, 0.050913885, 0.324242761, 0.502007766, 2e-09, 0.0, 0.661188239, 1e-08, 0.0, 0.0, 2.3e-08, 0.0, 0.050670526, 5.4e-08, 0.012505616, 0.0, 0.0, 0.003109096, 0.012085105, 0.199838544, 5.6e-07, 0.004070015, 0.0004231, 2.893e-06, 0.187224929
02, 0.0, 1.0, 3.62e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 3e-09, 0.0, 0.0, 3.9642e-05, 0.004476683, 0.0, 0.0, 0.0, 0.0, 0.0, 0.063661999, 1e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007963636, 0.0, 0.0
03, 0.0, 3.62e-07, 1.0, 0.0, 0.0, 0.0, 0.0, 4e-09, 0.140306515, 0.0, 0.0, 0.0, 0.00545656, 1.14e-06, 0.021319096, 0.0, 3.2387e-05, 0.0, 1.48e-07, 0.365557035, 0.0, 0.0, 0.0, 4.1374e-05, 0.0, 0.001906128, 0.001213998, 0.0
04, 0.0, 0.0, 0.0, 1.0, 2.693e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000104043, 0.0, 0.0, 0.0, 0.0, 3e-09, 0.0, 0.0, 0.0, 0.0, 1.1e-08, 0.0, 0.0, 0.0, 0.0, 2.0037e-05, 0.0, 0.0
06, 0.050913885, 0.0, 0.0, 2.693e-06, 1.0, 0.019710091, 0.035478325, 0.0, 0.0, 0.009699069, 0.002009339, 0.0, 0.0, 2.03e-07, 0.0, 0.005522521, 0.0, 2.4201e-05, 0.0, 0.0, 0.932229826, 0.001399309, 0.013604613, 5.6e-08, 0.000109512, 0.000747133, 0.0, 0.000493374
07, 0.324242761, 0.0, 0.0, 0.0, 0.019710091, 1.0, 0.136335631, 1.01e-06, 0.0, 0.121615769, 4.42e-07, 0.0, 0.0, 4.1447e-05, 0.0, 0.00015413, 0.000332383, 0.071856857, 0.0, 2e-09, 0.008156311, 0.381185909, 0.002047988, 0.001024703, 0.052780327, 0.001241561, 0.000183261, 0.010122239
08, 0.502007766, 0.0, 0.0, 0.0, 0.035478325, 0.136335631, 1.0, 0.0, 0.0, 0.180235394, 5.8e-08, 0.0, 0.0, 5e-09, 0.0, 0.011184249, 2e-09, 0.023720471, 0.0, 0.0, 0.013723648, 0.033479432, 0.033105847, 1.98e-07, 0.001853568, 0.000882421, 3.63e-07, 0.075763663
09, 2e-09, 0.0, 4e-09, 0.0, 0.0, 1.01e-06, 0.0, 1.0, 5e-09, 0.0, 0.0, 0.0, 0.0, 0.000143533, 1.746e-06, 0.0, 0.036454764, 0.000143663, 0.0, 5.2e-08, 0.0, 2.9681e-05, 0.0, 0.020690092, 0.000674768, 0.00143784, 0.0034218, 0.0
10, 0.0, 3e-09, 0.140306515, 0.0, 0.0, 0.0, 0.0, 5e-09, 1.0, 0.0, 0.0, 0.0, 0.000445887, 5.53e-07, 0.020372811, 0.0, 1.7179e-05, 0.0, 0.0, 0.19658841, 0.0, 0.0, 0.0, 3.558e-06, 0.0, 0.003615979, 0.000922288, 0.0
