user_id, 01, 02, 03, 04, 06, 07, 08, 09, 10, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 27, 29, 30, 32, 34, 35
01, 1.0, 0.0, 0.0, 0.473845686, 0.000347152, 4.683e-06, 0.567103417, 0.000867644, 7.13e-07, 0.00754203, 0.136087422, 1.1821e-05, 0.0, 0.000223883, 0.0, 0.020036995, 0.0, 0.224150294, 0.0, 0.0, 0.001609296, 0.027648325, 0.00029567, 0.0, 0.026865285, 0.0, 0.0, 0.013502852
02, 0.0, 1.0, 2.3356e-05, 0.0, 2.5e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001147939, 1.8565e-05, 0.0, 0.158571418, 0.0, 0.003770722, 0.0, 0.0, 0.334530175, 0.0, 0.0, 0.0, 0.011996461, 0.0, 7e-09, 0.011097721, 0.0
03, 0.0, 2.3356e-05, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001785392, 0.071634283, 0.0, 1.645e-06, 0.0, 1e-09, 0.0, 0.06862903, 0.000326739, 0.0, 0.0, 0.0, 1e-08, 0.0, 0.016882134, 3e-09, 0.0
04, 0.473845686, 0.0, 0.0, 1.0, 0.000149732, 7.8e-08, 0.260258326, 6.6873e-05, 1e-09, 0.000109132, 0.06650925, 1.7486e-05, 0.0, 0.011192229, 0.0, 0.003086161, 2e-09, 0.185538719, 0.0, 0.0, 4.7542e-05, 0.219483939, 2.3521e-05, 0.0, 0.014437735, 0.0, 0.0, 0.000121779
06, 0.000347152, 2.5e-08, 0.0, 0.000149732, 1.0, 0.040132014, 0.000447867, 0.171842908, 0.026356485, 0.0, 6.92e-06, 0.001889889, 0.0, 0.012155637, 3.4e-08, 3.426e-06, 0.016234836, 5.846e-06, 0.0, 5e-09, 0.0, 0.024689091, 0.042730849, 0.001990379, 4.355e-06, 0.0, 4.3467e-05, 3.9202e-05
07, 4.683e-06, 0.0, 0.0, 7.8e-08, 0.040132014, 1.0, 2.7e-08, 0.089768144, 0.271949857, 0.0, 2.2e-08, 2.423e-06, 0.0, 5.4864e-05, 0.0, 1.68e-07, 6.379e-06, 1e-09, 0.0, 0.0, 0.0, 0.000314702, 0.153828546, 4.779e-06, 1e-06, 0.0, 1.13e-07, 8.771e-06
08, 0.567103417, 0.0, 0.0, 0.260258326, 0.000447867, 2.7e-08, 1.0, 5.3043e-05, 1e-09, 0.000555703, 0.405522725, 3.44e-07, 0.0, 0.000786872, 0.0, 0.075289869, 0.0, 0.20660083, 0.0, 0.0, 0.000136494, 0.014048332, 0.000314411, 0.0, 0.06705958, 0.0, 0.0, 0.001037686
09, 0.000867644, 0.0, 0.0, 6.6873e-05, 0.171842908, 0.089768144, 5.3043e-05, 1.0, 0.090321753, 2e-09, 2.924e-05, 2.0893e-05, 0.0, 0.001154512, 0.0, 5.0567e-05, 0.00011065, 3.09e-07, 0.0, 0.0, 0.0, 0.021721391, 0.364946658, 5.0262e-05, 0.000215507, 0.0, 3.31e-07, 0.00048697
10, 7.13e-07, 0.0, 0.0, 1e-09, 0.026356485, 0.271949857, 1e-09, 0.090321753, 1.0, 0.0, 3e-09, 7.1643e-05, 0.0, 1.5478e-05, 4e-09, 1e-07, 0.000185066, 0.0, 0.0, 0.0, 0.0, 3.4284e-05, 0.040244688, 9.4393e-05, 2.66e-07, 0.0, 8.605e-06, 2.5879e-05
12, 0.00754203, 0.0, 0.0, 0.000109132, 0.0, 0.0, 0.000555703, 2e-09, 0.0, 1.0, 0.002241704, 6e-09, 0.0, 1e-09, 0.0, 0.053865061, 0.0, 0.014046471, 0.0, 0.0, 0.00302828, 3.814e-06, 0.0, 0.0, 0.025421161, 0.0, 0.0, 0.088479922
13, 0.136087422, 0.0, 0.0, 0.06650925, 6.92e-06, 2.2e-08, 0.405522725, 2.924e-05, 3e-09, 0.002241704, 1.0, 1.04e-07, 0.0, 3.4144e-05, 0.0, 0.037586248, 0.0, 0.090352104, 0.0, 0.0, 0.001242147, 0.002956401, 1.9143e-05, 0.0, 0.108213673, 0.0, 0.0, 0.001288804
14, 1.1821e-05, 0.001147939, 0.001785392, 1.7486e-05, 0.001889889, 2.423e-06, 3.44e-07, 2.0893e-05, 7.1643e-05, 6e-09, 1.04e-07, 1.0, 0.000484489, 0.003534843, 0.004794195, 3e-09, 0.004717491, 2.7519e-05, 0.000762444, 0.008461027, 0.0, 0.000325491, 1.53e-06, 0.001001991, 1.4e-08, 0.001624032, 0.000337321, 6e-09
15, 0.0, 1.8565e-05, 0.071634283, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000484489, 1.0, 0.0, 1.0495e-05, 0.0, 0.0, 0.0, 0.313705949, 2.0836e-05, 0.0, 0.0, 0.0, 7e-09, 0.0, 0.014625129, 2.5e-08, 0.0
16, 0.000223883, 0.0, 0.0, 0.011192229, 0.012155637, 5.4864e-05, 0.000786872, 0.001154512, 1.5478e-05, 1e-09, 3.4144e-05, 0.003534843, 0.0, 1.0, 0.0, 1.192e-06, 1.585e-06, 0.000444296, 0.0, 0.0, 0.0, 0.309552305, 0.000817622, 2.35e-07, 1.123e-06, 0.0, 8e-09, 4.076e-06
17, 0.0, 0.158571418, 1.645e-06, 0.0, 3.4e-08, 0.0, 0.0, 0.0, 4e-09, 0.0, 0.0, 0.004794195, 1.0495e-05, 0.0, 1.0, 0.0, 0.002225089, 0.0, 0.0, 0.262283566, 0.0, 0.0, 2e-09, 0.014746452, 0.0, 1e-09, 0.068310206, 0.0
19, 0.020036995, 0.0, 0.0, 0.003086161, 3.426e-06, 1.68e-07, 0.075289869, 5.0567e-05, 1e-07, 0.053865061, 0.037586248, 3e-09, 0.0, 1.192e-06, 0.0, 1.0, 0.0, 0.001099515, 0.0, 0.0, 0.00509326, 8.2054e-05, 5.19e-06, 0.0, 0.878627158, 0.0, 0.0, 0.168271734
20, 0.0, 0.003770722, 1e-09, 2e-09, 0.016234836, 6.379e-06, 0.0, 0.00011065, 0.000185066, 0.0, 0.0, 0.004717491, 0.0, 1.585e-06, 0.002225089, 0.0, 1.0, 0.0, 0.0, 0.000933454, 0.0, 1.189e-05, 0.000145285, 0.497453777, 0.0, 6e-09, 0.067958363, 0.0
21, 0.224150294, 0.0, 0.0, 0.185538719, 5.846e-06, 1e-09, 0.20660083, 3.09e-07, 0.0, 0.014046471, 0.090352104, 2.7519e-05, 0.0, 0.000444296, 0.0, 0.001099515, 0.0, 1.0, 0.0, 0.0, 0.002096255, 0.008133597, 4.091e-06, 0.0, 0.003143753, 0.0, 0.0, 0.000194248
