text_id, 10879, 11143, 11299, 13165, 322, 3775, 3819, 4094, 4504, 4584, 4701, 5938, 6366, 7784, 9977
10879, 0.0, 0.055260132, 0.057481834, 0.240587087, 0.052254926, 0.049803186, 0.044072125, 0.220090659, 0.142384361, 0.113410102, 0.113548548, 0.117457376, 0.098915579, 0.073489323, 0.065260086
11143, 0.055260132, 0.0, 0.081567659, 0.283087492, 0.069927223, 0.070114072, 0.065279958, 0.230588787, 0.192176871, 0.149072658, 0.110845223, 0.148478339, 0.102197321, 0.115865701, 0.074762176
11299, 0.057481834, 0.081567659, 0.0, 0.206470329, 0.047254475, 0.054001057, 0.055248361, 0.18895966, 0.126535798, 0.088124235, 0.083450764, 0.084780422, 0.071704896, 0.051938713, 0.067449945
13165, 0.240587087, 0.283087492, 0.206470329, 0.0, 0.231907854, 0.229538674, 0.229935081, 0.10965062, 0.127441433, 0.146354049, 0.187242618, 0.166093451, 0.229393185, 0.193343067, 0.257958266
322, 0.052254926, 0.069927223, 0.047254475, 0.231907854, 0.0, 0.052020604, 0.03905986, 0.213560925, 0.144951828, 0.113161721, 0.100578201, 0.10240189, 0.076755963, 0.068538332, 0.060675006
3775, 0.049803186, 0.070114072, 0.054001057, 0.229538674, 0.052020604, 0.0, 0.049394565, 0.19643126, 0.138282387, 0.123678933, 0.113517796, 0.122163487, 0.089399094, 0.071981969, 0.078498234
3819, 0.044072125, 0.065279958, 0.055248361, 0.229935081, 0.03905986, 0.049394565, 0.0, 0.207907035, 0.135591185, 0.101466395, 0.101413336, 0.102371313, 0.09258635, 0.080940565, 0.062037564
4094, 0.220090659, 0.230588787, 0.18895966, 0.10965062, 0.213560925, 0.19643126, 0.207907035, 0.0, 0.126059921, 0.144108727, 0.18996033, 0.128130672, 0.206543967, 0.165501351, 0.242134909
4504, 0.142384361, 0.192176871, 0.126535798, 0.127441433, 0.144951828, 0.138282387, 0.135591185, 0.126059921, 0.0, 0.0596465, 0.088302142, 0.073684211, 0.12947132, 0.098058472, 0.169551303
4584, 0.113410102, 0.149072658, 0.088124235, 0.146354049, 0.113161721, 0.123678933, 0.101466395, 0.144108727, 0.0596465, 0.0, 0.068014759, 0.050860049, 0.100257789, 0.067323136, 0.13544519
4701, 0.113548548, 0.110845223, 0.083450764, 0.187242618, 0.100578201, 0.113517796, 0.101413336, 0.18996033, 0.088302142, 0.068014759, 0.0, 0.085483621, 0.10356154, 0.078381795, 0.136639284
5938, 0.117457376, 0.148478339, 0.084780422, 0.166093451, 0.10240189, 0.122163487, 0.102371313, 0.128130672, 0.073684211, 0.050860049, 0.085483621, 0.0, 0.103799376, 0.078308675, 0.144726358
6366, 0.098915579, 0.102197321, 0.071704896, 0.229393185, 0.076755963, 0.089399094, 0.09258635, 0.206543967, 0.12947132, 0.100257789, 0.10356154, 0.103799376, 0.0, 0.069859489, 0.104465573
7784, 0.073489323, 0.115865701, 0.051938713, 0.193343067, 0.068538332, 0.071981969, 0.080940565, 0.165501351, 0.098058472, 0.067323136, 0.078381795, 0.078308675, 0.069859489, 0.0, 0.098187894
9977, 0.065260086, 0.074762176, 0.067449945, 0.257958266, 0.060675006, 0.078498234, 0.062037564, 0.242134909, 0.169551303, 0.13544519, 0.136639284, 0.144726358, 0.104465573, 0.098187894, 0.0
