text_id, 11299, 13165, 2725, 322, 4094, 4504, 4701, 5938, 6046, 6366, 7784
11299, 0.0, 0.100409395, 0.088988196, 0.079626973, 0.161305147, 0.148983257, 0.142913922, 0.05891487, 0.110084034, 0.18487395, 0.190853264
13165, 0.100409395, 0.0, 0.148708068, 0.085887013, 0.094217415, 0.088471325, 0.07963733, 0.086213304, 0.109653092, 0.12644545, 0.132478632
2725, 0.088988196, 0.148708068, 0.0, 0.140525871, 0.195854408, 0.206371619, 0.142985471, 0.083542766, 0.163345801, 0.167387186, 0.206647399
322, 0.079626973, 0.085887013, 0.140525871, 0.0, 0.125762195, 0.133355055, 0.106789717, 0.067691764, 0.059038737, 0.151875384, 0.160725453
4094, 0.161305147, 0.094217415, 0.195854408, 0.125762195, 0.0, 0.073711832, 0.120988176, 0.149456522, 0.162316176, 0.106158088, 0.096354167
4504, 0.148983257, 0.088471325, 0.206371619, 0.133355055, 0.073711832, 0.0, 0.106818651, 0.136021684, 0.141984733, 0.113156713, 0.107114895
4701, 0.142913922, 0.07963733, 0.142985471, 0.106789717, 0.120988176, 0.106818651, 0.0, 0.131805719, 0.11518283, 0.097036112, 0.122314622
5938, 0.05891487, 0.086213304, 0.083542766, 0.067691764, 0.149456522, 0.136021684, 0.131805719, 0.0, 0.089897698, 0.18627451, 0.192307692
6046, 0.110084034, 0.109653092, 0.163345801, 0.059038737, 0.162316176, 0.141984733, 0.11518283, 0.089897698, 0.0, 0.156302521, 0.180165913
6366, 0.18487395, 0.12644545, 0.167387186, 0.151875384, 0.106158088, 0.113156713, 0.097036112, 0.18627451, 0.156302521, 0.0, 0.104934281
7784, 0.190853264, 0.132478632, 0.206647399, 0.160725453, 0.096354167, 0.107114895, 0.122314622, 0.192307692, 0.180165913, 0.104934281, 0.0
