text_id, 10879, 11143, 11299, 13165, 2725, 322, 3775, 3819, 4094, 4504, 4584, 4701, 5938, 6046, 6474, 7784, 9977
10879, 0.0, 0.235186596, 0.071981606, 0.098856159, 0.086336634, 0.103207689, 0.052322083, 0.14834115, 0.331308536, 0.176590736, 0.10989409, 0.109058353, 0.113975191, 0.283106436, 0.143336223, 0.068075117, 0.113391227
11143, 0.235186596, 0.0, 0.225738243, 0.203153368, 0.231923077, 0.19122807, 0.247938802, 0.126585695, 0.13950104, 0.152447552, 0.178611632, 0.145171849, 0.175184203, 0.129987981, 0.140836583, 0.216504153, 0.182552643
11299, 0.071981606, 0.225738243, 0.0, 0.105619499, 0.066753555, 0.074443613, 0.070697285, 0.144466617, 0.298834379, 0.115434329, 0.11258814, 0.118745588, 0.090374244, 0.27715862, 0.15183349, 0.044812318, 0.083666499
13165, 0.098856159, 0.203153368, 0.105619499, 0.0, 0.125869565, 0.10003269, 0.103325212, 0.095265337, 0.25929159, 0.131824697, 0.046356613, 0.094806396, 0.116489374, 0.256817741, 0.086756161, 0.104132039, 0.084631667
2725, 0.086336634, 0.231923077, 0.066753555, 0.125869565, 0.0, 0.069590643, 0.070220994, 0.139561404, 0.317297297, 0.137307692, 0.119808362, 0.133085106, 0.095402299, 0.31265625, 0.169147465, 0.068333333, 0.110810056
322, 0.103207689, 0.19122807, 0.074443613, 0.10003269, 0.069590643, 0.0, 0.1163775, 0.099415205, 0.282440335, 0.092626672, 0.11661267, 0.076695284, 0.059286146, 0.266470212, 0.112404668, 0.091096285, 0.058675553
3775, 0.052322083, 0.247938802, 0.070697285, 0.103325212, 0.070220994, 0.1163775, 0.0, 0.159736357, 0.334567717, 0.166325387, 0.108225692, 0.108451863, 0.115006033, 0.306672997, 0.154212389, 0.073327627, 0.111824439
3819, 0.14834115, 0.126585695, 0.144466617, 0.095265337, 0.139561404, 0.099415205, 0.159736357, 0.0, 0.201896633, 0.065329407, 0.099410111, 0.069820829, 0.076628352, 0.187568531, 0.066961759, 0.141153941, 0.089238459
4094, 0.331308536, 0.13950104, 0.298834379, 0.25929159, 0.317297297, 0.282440335, 0.334567717, 0.201896633, 0.0, 0.220790021, 0.251530276, 0.243703278, 0.237527182, 0.071790541, 0.222194545, 0.31688872, 0.270209875
4504, 0.176590736, 0.152447552, 0.115434329, 0.131824697, 0.137307692, 0.092626672, 0.166325387, 0.065329407, 0.220790021, 0.0, 0.114543993, 0.079541735, 0.08311229, 0.209079983, 0.0778254, 0.121835911, 0.079071766
4584, 0.10989409, 0.178611632, 0.11258814, 0.046356613, 0.119808362, 0.11661267, 0.108225692, 0.099410111, 0.251530276, 0.114543993, 0.0, 0.066009341, 0.10177954, 0.245304334, 0.067213668, 0.111858141, 0.07636307
4701, 0.109058353, 0.145171849, 0.118745588, 0.094806396, 0.133085106, 0.076695284, 0.108451863, 0.069820829, 0.243703278, 0.079541735, 0.066009341, 0.0, 0.05954186, 0.212649601, 0.061535445, 0.114334232, 0.057957922
5938, 0.113975191, 0.175184203, 0.090374244, 0.116489374, 0.095402299, 0.059286146, 0.115006033, 0.076628352, 0.237527182, 0.08311229, 0.10177954, 0.05954186, 0.0, 0.228403376, 0.083478998, 0.096648859, 0.052098718
6046, 0.283106436, 0.129987981, 0.27715862, 0.256817741, 0.31265625, 0.266470212, 0.306672997, 0.187568531, 0.071790541, 0.209079983, 0.245304334, 0.212649601, 0.228403376, 0.0, 0.203016993, 0.290731367, 0.251702165
6474, 0.143336223, 0.140836583, 0.15183349, 0.086756161, 0.169147465, 0.112404668, 0.154212389, 0.066961759, 0.222194545, 0.0778254, 0.067213668, 0.061535445, 0.083478998, 0.203016993, 0.0, 0.148612103, 0.083592925
7784, 0.068075117, 0.216504153, 0.044812318, 0.104132039, 0.068333333, 0.091096285, 0.073327627, 0.141153941, 0.31688872, 0.121835911, 0.111858141, 0.114334232, 0.096648859, 0.290731367, 0.148612103, 0.0, 0.095103208
9977, 0.113391227, 0.182552643, 0.083666499, 0.084631667, 0.110810056, 0.058675553, 0.111824439, 0.089238459, 0.270209875, 0.079071766, 0.07636307, 0.057957922, 0.052098718, 0.251702165, 0.083592925, 0.095103208, 0.0
