text_id, 10879, 11299, 13165, 2725, 4094, 4584, 5938, 6046, 6366, 6474
10879, 0.0, 0.083430483, 0.077412309, 0.136980543, 0.197028852, 0.096192768, 0.076410514, 0.08420422, 0.088665122, 0.150191245
11299, 0.083430483, 0.0, 0.050832089, 0.064419625, 0.139266055, 0.063039331, 0.065109814, 0.045484691, 0.082618132, 0.080804517
13165, 0.077412309, 0.050832089, 0.0, 0.083164813, 0.154082687, 0.067061939, 0.085658915, 0.064373774, 0.070205051, 0.102116875
2725, 0.136980543, 0.064419625, 0.083164813, 0.0, 0.108333333, 0.063280241, 0.102305665, 0.069997381, 0.094611968, 0.059643255
4094, 0.197028852, 0.139266055, 0.154082687, 0.108333333, 0.0, 0.131067107, 0.167272727, 0.137911647, 0.162078853, 0.08
4584, 0.096192768, 0.063039331, 0.067061939, 0.063280241, 0.131067107, 0.0, 0.078007801, 0.054574735, 0.099382519, 0.092434628
5938, 0.076410514, 0.065109814, 0.085658915, 0.102305665, 0.167272727, 0.078007801, 0.0, 0.053669222, 0.051124145, 0.116083916
6046, 0.08420422, 0.045484691, 0.064373774, 0.069997381, 0.137911647, 0.054574735, 0.053669222, 0.0, 0.066977588, 0.096663577
6366, 0.088665122, 0.082618132, 0.070205051, 0.094611968, 0.162078853, 0.099382519, 0.051124145, 0.066977588, 0.0, 0.116294458
6474, 0.150191245, 0.080804517, 0.102116875, 0.059643255, 0.08, 0.092434628, 0.116083916, 0.096663577, 0.116294458, 0.0
