text_id, 11299, 13165, 322, 4094, 4701, 6366, 7784
11299, 0.0, 0.138360593, 0.068609023, 0.106589147, 0.144278607, 0.082380457, 0.098484848
13165, 0.138360593, 0.0, 0.123493881, 0.194220103, 0.067923978, 0.075357301, 0.20101512
322, 0.068609023, 0.123493881, 0.0, 0.158769016, 0.116915423, 0.063237616, 0.142985304
4094, 0.106589147, 0.194220103, 0.158769016, 0.0, 0.245053801, 0.17700527, 0.089653805
4701, 0.144278607, 0.067923978, 0.116915423, 0.245053801, 0.0, 0.083335919, 0.215499209
6366, 0.082380457, 0.075357301, 0.063237616, 0.17700527, 0.083335919, 0.0, 0.158724721
7784, 0.098484848, 0.20101512, 0.142985304, 0.089653805, 0.215499209, 0.158724721, 0.0
