text_id, 11143, 322, 4504, 6474
11143, 0.0, 0.220608899, 0.188885452, 0.1044488
322, 0.220608899, 0.0, 0.058580413, 0.17505176
4504, 0.188885452, 0.058580413, 0.0, 0.15073831
6474, 0.1044488, 0.17505176, 0.15073831, 0.0
