text_id, 10879, 13165, 322, 4504, 4584, 5938, 6474, 7784, 9977
10879, 0.0, 0.075310559, 0.072908445, 0.079344624, 0.128337784, 0.139285714, 0.084711779, 0.142006803, 0.060421546
13165, 0.075310559, 0.0, 0.072994235, 0.062285223, 0.105698903, 0.116407867, 0.11493135, 0.11934339, 0.060495367
322, 0.072908445, 0.072994235, 0.0, 0.047825179, 0.088475241, 0.091133912, 0.117611709, 0.078889014, 0.060936509
4504, 0.079344624, 0.062285223, 0.047825179, 0.0, 0.075922536, 0.08856161, 0.130005426, 0.080194965, 0.054092727
4584, 0.128337784, 0.105698903, 0.088475241, 0.075922536, 0.0, 0.043925234, 0.173651418, 0.060080107, 0.096445534
5938, 0.139285714, 0.116407867, 0.091133912, 0.08856161, 0.043925234, 0.0, 0.192481203, 0.046938776, 0.101795472
6474, 0.084711779, 0.11493135, 0.117611709, 0.130005426, 0.173651418, 0.192481203, 0.0, 0.180236305, 0.119528329
7784, 0.142006803, 0.11934339, 0.078889014, 0.080194965, 0.060080107, 0.046938776, 0.180236305, 0.0, 0.096721311
9977, 0.060421546, 0.060495367, 0.060936509, 0.054092727, 0.096445534, 0.101795472, 0.119528329, 0.096721311, 0.0
