text_id, 322, 3775, 5938, 7784
322, 0.0, 0.079449838, 0.080473826, 0.064123234
3775, 0.079449838, 0.0, 0.070706107, 0.037184116
5938, 0.080473826, 0.070706107, 0.0, 0.062731373
7784, 0.064123234, 0.037184116, 0.062731373, 0.0
