text_id, 10879, 11143, 11299, 13165, 2725, 322, 3775, 3819, 4504, 4584, 4701, 6046, 6366, 6474, 7784, 9977
10879, 0.0, 0.132191839, 0.056644518, 0.113178295, 0.096672013, 0.110594315, 0.103161745, 0.120289992, 0.084568932, 0.096817625, 0.220348837, 0.109181342, 0.165231407, 0.063547434, 0.088372093, 0.14589372
11143, 0.132191839, 0.0, 0.098214286, 0.054945055, 0.161266894, 0.105860806, 0.131724081, 0.065548487, 0.126201607, 0.101349528, 0.147664835, 0.081792966, 0.072951801, 0.150793651, 0.113689411, 0.110102458
11299, 0.056644518, 0.098214286, 0.0, 0.072249589, 0.075738916, 0.083928571, 0.072431782, 0.099063765, 0.077668706, 0.100845865, 0.197458791, 0.102059249, 0.151653112, 0.074404762, 0.05932309, 0.134942202
13165, 0.113178295, 0.054945055, 0.072249589, 0.0, 0.132183908, 0.10651341, 0.116040294, 0.070035832, 0.126944815, 0.100907441, 0.142130858, 0.079629261, 0.106748606, 0.125615764, 0.113659449, 0.099366983
2725, 0.096672013, 0.161266894, 0.075738916, 0.132183908, 0.0, 0.111877395, 0.069788842, 0.140060031, 0.077395694, 0.139110708, 0.208388594, 0.121835758, 0.19213042, 0.069444444, 0.091158781, 0.159878394
322, 0.110594315, 0.105860806, 0.083928571, 0.10651341, 0.111877395, 0.0, 0.076779026, 0.12991453, 0.053437692, 0.156725146, 0.220405983, 0.06480411, 0.132893289, 0.1, 0.064857881, 0.179710145
3775, 0.103161745, 0.131724081, 0.072431782, 0.116040294, 0.069788842, 0.076779026, 0.0, 0.138993768, 0.052548265, 0.146303962, 0.235901037, 0.087484575, 0.162587607, 0.070848939, 0.057251111, 0.189165717
3819, 0.120289992, 0.065548487, 0.099063765, 0.070035832, 0.140060031, 0.12991453, 0.138993768, 0.0, 0.145905563, 0.075708502, 0.122469636, 0.114647446, 0.073636109, 0.129377932, 0.135354486, 0.066537581
4504, 0.084568932, 0.126201607, 0.077668706, 0.126944815, 0.077395694, 0.053437692, 0.052548265, 0.145905563, 0.0, 0.135271881, 0.244926689, 0.090505541, 0.139789946, 0.063316671, 0.077270975, 0.187551712
4584, 0.096817625, 0.101349528, 0.100845865, 0.100907441, 0.139110708, 0.156725146, 0.146303962, 0.075708502, 0.135271881, 0.0, 0.157236842, 0.147550958, 0.106305367, 0.106140351, 0.126070991, 0.098804983
4701, 0.220348837, 0.147664835, 0.197458791, 0.142130858, 0.208388594, 0.220405983, 0.235901037, 0.122469636, 0.244926689, 0.157236842, 0.0, 0.18963984, 0.156130998, 0.211233211, 0.241413238, 0.07910628
6046, 0.109181342, 0.081792966, 0.102059249, 0.079629261, 0.121835758, 0.06480411, 0.087484575, 0.114647446, 0.090505541, 0.147550958, 0.18963984, 0.0, 0.121101127, 0.123337003, 0.105659363, 0.157074642
6366, 0.165231407, 0.072951801, 0.151653112, 0.106748606, 0.19213042, 0.132893289, 0.162587607, 0.073636109, 0.139789946, 0.106305367, 0.156130998, 0.121101127, 0.0, 0.176056891, 0.142413079, 0.096116133
6474, 0.063547434, 0.150793651, 0.074404762, 0.125615764, 0.069444444, 0.1, 0.070848939, 0.129377932, 0.063316671, 0.106140351, 0.211233211, 0.123337003, 0.176056891, 0.0, 0.07248062, 0.151311249
7784, 0.088372093, 0.113689411, 0.05932309, 0.113659449, 0.091158781, 0.064857881, 0.057251111, 0.135354486, 0.077270975, 0.126070991, 0.241413238, 0.105659363, 0.142413079, 0.07248062, 0.0, 0.172722166
9977, 0.14589372, 0.110102458, 0.134942202, 0.099366983, 0.159878394, 0.179710145, 0.189165717, 0.066537581, 0.187551712, 0.098804983, 0.07910628, 0.157074642, 0.096116133, 0.151311249, 0.172722166, 0.0
