rails_session_id	eye	start_event_name	start_event_stimulus_id	stop_event_name	stop_event_stimulus_id	event type	number	start	end	duration	location X	location Y	dispersion X	dispersion Y	avg. pupil size X	avg. pupil size Y
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	1	16088749681	16088882927	133246	420.6277	226.7581	7	91	9.28	9.28
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	1	16088749681	16088882927	133246	420.6277	226.7581	7	91	10.11	10.11
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	2	16088899720	16089316300	416580	409.5032	175.4928	32	67	9.38	9.38
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	2	16088899720	16089316300	416580	409.5032	175.4928	32	67	10.22	10.22
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	3	16089334207	16089449606	115399	407.1002	114.6335	38	53	9.44	9.44
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	3	16089334207	16089449606	115399	407.1002	114.6335	38	53	10.62	10.62
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	4	16089499542	16089649625	150083	552.0496	165.777	25	34	9.81	9.81
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	4	16089499542	16089649625	150083	552.0496	165.777	25	34	10.74	10.74
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	5	16089682943	16089933071	250128	680.8304	211.8059	49	23	9.89	9.89
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	5	16089682943	16089933071	250128	680.8304	211.8059	49	23	11.14	11.14
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	6	16089949582	16090149610	200028	694.2079	88.9437	32	50	10.58	10.58
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	6	16089949582	16090149610	200028	694.2079	88.9437	32	50	11.60	11.60
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	7	16090166469	16090316166	149697	399.9222	78.0424	38	17	10.66	10.66
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	7	16090166469	16090316166	149697	399.9222	78.0424	38	17	11.48	11.48
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	8	16090333035	16090534469	201434	370.568	110.2894	50	48	10.79	10.79
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	8	16090333035	16090534469	201434	370.568	110.2894	50	48	11.69	11.69
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	9	16090616183	16090749586	133403	584.2249	268.7546	40	47	10.81	10.81
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	9	16090616183	16090749586	133403	584.2249	268.7546	40	47	12.35	12.35
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	10	16090766293	16090882796	116503	612.8506	307.9796	33	41	10.90	10.90
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	10	16090766293	16090882796	116503	612.8506	307.9796	33	41	12.40	12.40
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	11	16090916175	16091182794	266619	374.2552	164.6043	56	42	11.30	11.30
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	11	16090916175	16091182794	266619	374.2552	164.6043	56	42	12.19	12.19
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	12	16091199517	16091399558	200041	400.7947	200.8673	66	29	11.12	11.12
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	12	16091199517	16091399558	200041	400.7947	200.8673	66	29	12.21	12.21
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	13	16091416185	16091582808	166623	452.9065	223.371	58	20	10.95	10.95
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	13	16091416185	16091582808	166623	452.9065	223.371	58	20	12.12	12.12
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	14	16091599667	16091716194	116527	443.7506	149.1071	17	74	10.65	10.65
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	14	16091599667	16091716194	116527	443.7506	149.1071	17	74	11.77	11.77
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	15	16091732947	16091999386	266439	449.9531	125.8629	29	48	10.55	10.55
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	15	16091732947	16091999386	266439	449.9531	125.8629	29	48	11.57	11.57
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	16	16092016175	16092199389	183214	551.6818	173.163	34	33	10.54	10.54
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	16	16092016175	16092199389	183214	551.6818	173.163	34	33	11.51	11.51
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	17	16092216187	16092299388	83201	482.9279	226.042	26	68	10.75	10.75
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	17	16092216187	16092299388	83201	482.9279	226.042	26	68	11.74	11.74
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	18	16092399484	16092582837	183353	572.2427	229.6143	15	33	10.92	10.92
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	18	16092399484	16092582837	183353	572.2427	229.6143	15	33	12.07	12.07
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	19	16092749515	16092966195	216680	590.0592	175.3378	69	21	10.53	10.53
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	19	16092749515	16092966195	216680	590.0592	175.3378	69	21	11.74	11.74
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	20	16092982810	16093416059	433249	675.9039	173.8934	27	25	10.34	10.34
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	20	16092982810	16093416059	433249	675.9039	173.8934	27	25	11.41	11.41
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	21	16093432795	16093882687	449892	750.6163	185.628	66	32	10.49	10.49
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	21	16093432795	16093882687	449892	750.6163	185.628	66	32	11.57	11.57
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	22	16093899440	16094482706	583266	805.5878	203.6059	67	28	10.47	10.47
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	22	16093899440	16094482706	583266	805.5878	203.6059	67	28	11.46	11.46
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	23	16094499262	16094651379	152117	858.8549	195.1933	22	13	10.59	10.59
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	23	16094499262	16094651379	152117	858.8549	195.1933	22	13	11.52	11.52
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	24	16094699280	16094849353	150073	370.4471	189.3111	84	13	10.83	10.83
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	24	16094699280	16094849353	150073	370.4471	189.3111	84	13	11.44	11.44
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	25	16094866017	16094982663	116646	275.7446	225.2278	53	37	10.66	10.66
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	25	16094866017	16094982663	116646	275.7446	225.2278	53	37	11.49	11.49
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	26	16094999256	16095135133	135877	258.4042	286.4358	35	49	10.39	10.39
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	26	16094999256	16095135133	135877	258.4042	286.4358	35	49	11.49	11.49
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	27	16095149834	16095866004	716170	388.9336	219.8898	61	24	10.35	10.35
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	27	16095149834	16095866004	716170	388.9336	219.8898	61	24	11.50	11.50
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	28	16095949351	16096432634	483283	445.1316	195.1485	52	41	10.19	10.19
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	28	16095949351	16096432634	483283	445.1316	195.1485	52	41	11.43	11.43
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	29	16096449360	16097335178	885818	388.3911	206.8617	31	65	9.21	9.21
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	29	16096449360	16097335178	885818	388.3911	206.8617	31	65	10.13	10.13
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	30	16097349239	16097882569	533330	438.7289	191.2562	66	32	9.29	9.29
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	30	16097349239	16097882569	533330	438.7289	191.2562	66	32	10.11	10.11
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	31	16097899169	16098199192	300023	489.0107	218.9066	12	11	9.69	9.69
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	31	16097899169	16098199192	300023	489.0107	218.9066	12	11	10.70	10.70
17	left	stimulus_3819	3819	stimulus_3819	3819	Fixation L	32	16098215817	16098432567	216750	589.9379	214.5341	46	8	9.69	9.69
17	right	stimulus_3819	3819	stimulus_3819	3819	Fixation R	32	16098215817	16098432567	216750	589.9379	214.5341	46	8	10.46	10.46
