rails_session_id	eye	start_event_name	start_event_stimulus_id	stop_event_name	stop_event_stimulus_id	event type	number	start	end	duration	location X	location Y	dispersion X	dispersion Y	avg. pupil size X	avg. pupil size Y
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	1	14631901683	14632218234	316551	401.1730736842105	377.1675339849624	11.517317418731174	11.517317418731174	3.197544736842105	3.197544736842105
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	2	14632268312	14632418245	149933	415.93303142857144	119.91747057142858	21.60317183060428	21.60317183060428	3.0904599999999998	3.0904599999999998
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	3	14632451526	14632551540	100014	390.0317942857143	126.18326204081633	10.481569138189775	10.481569138189775	3.0668214285714286	3.0668214285714286
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	4	14632584924	14632734973	150049	569.0778625714286	122.95912885714287	27.31072144848497	27.31072144848497	3.0741050000000003	3.0741050000000003
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	5	14632768424	14632868409	99985	627.6272363265306	119.47289142857143	11.755669828024619	11.755669828024619	3.1543999999999994	3.1543999999999994
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	6	14632918121	14633068185	150064	388.73883	107.44167457142858	11.42660027311713	11.42660027311713	3.298505	3.298505
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	7	14633101472	14633251528	150056	450.37644742857145	134.36929800000001	21.33385934073616	21.33385934073616	3.4069399999999996	3.4069399999999996
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	8	14633301465	14633401480	100015	375.07262000000003	193.9189367346939	21.422024496041473	21.422024496041473	3.507707142857143	3.507707142857143
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	9	14633434864	14633584749	149885	368.82430771428574	212.83495285714287	30.427369006258804	30.427369006258804	3.557235	3.557235
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	10	14633618325	14633884739	266414	433.575612605042	225.79871344537816	22.77433643431251	22.77433643431251	3.572938235294118	3.572938235294118
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	11	14633918257	14634184768	266511	374.3975818487395	214.43677394957984	20.52862894191959	20.52862894191959	3.440252941176471	3.440252941176471
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	12	14634251393	14634518112	266719	439.8349364705882	208.10658352941178	19.516684427637877	19.516684427637877	3.36379705882353	3.36379705882353
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	13	14634551440	14634718108	166668	454.23779740259744	236.20783194805196	19.978211849084353	19.978211849084353	3.3820000000000006	3.3820000000000006
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	14	14634751401	14634968058	216657	491.5742685714286	235.64896918367347	15.97815325952442	15.97815325952442	3.4199500000000005	3.4199500000000005
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	15	14635001328	14635117993	116665	543.8085035714286	205.3843842857143	23.483413890350693	23.483413890350693	3.489175	3.489175
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	16	14635151499	14635318003	166504	551.495952987013	187.16724181818182	17.304822503979825	17.304822503979825	3.5654181818181816	3.5654181818181816
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	17	14635351399	14635684752	333353	607.9285148299319	180.01509346938775	21.847963177339274	21.847963177339274	3.6014738095238092	3.6014738095238092
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	18	14635717995	14636101400	383405	642.1739095238095	171.22847166666668	17.381259515154458	17.381259515154458	3.61831875	3.61831875
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	19	14636601350	14636884627	283277	624.1225715873016	165.6744949206349	23.538275551295754	23.538275551295754	3.3010527777777785	3.3010527777777785
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	20	14636918306	14637134928	216622	680.0302204081632	146.0815687755102	13.451554329518212	13.451554329518212	3.3113285714285716	3.3113285714285716
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	21	14637168054	14637368055	200001	776.7168065934067	158.93130659340662	23.46185310489878	23.46185310489878	3.420973076923077	3.420973076923077
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	22	14637401256	14637601218	199962	769.9726417582418	150.62220461538462	10.673350282224176	10.673350282224176	3.4769615384615387	3.4769615384615387
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	23	14637634765	14637867914	233149	834.2244302857142	139.54007676190477	16.905491913673128	16.905491913673128	3.571783333333334	3.571783333333334
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	24	14637934728	14638167942	233214	866.4511112380952	130.1717622857143	15.742362269710474	15.742362269710474	3.71302	3.71302
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	25	14638234732	14638336846	102114	898.8250808163266	131.38281591836736	16.274624915805184	16.274624915805184	3.6878071428571433	3.6878071428571433
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	26	14638434600	14638684481	249881	330.4179630612245	142.5675848979592	16.934239571783078	16.934239571783078	3.6282214285714285	3.6282214285714285
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	27	14638717871	14638901236	183365	340.465545	186.76361404761906	19.338795196397914	19.338795196397914	3.5286541666666675	3.5286541666666675
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	28	14638934649	14639401112	466463	384.19934591133006	202.79022807881773	19.55567533637389	19.55567533637389	3.4426017241379303	3.4426017241379303
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	29	14639434637	14639784489	349852	425.7367835064935	186.05142246753246	22.504895323444064	22.504895323444064	3.4813068181818183	3.4813068181818183
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	30	14639817854	14639984493	166639	452.03514753246753	194.04601948051948	24.796735933473894	24.796735933473894	3.4691318181818187	3.4691318181818187
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	31	14640017747	14640184503	166756	408.9215641558441	199.24225714285714	12.195104601286765	12.195104601286765	3.4017409090909094	3.4017409090909094
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	32	14640217745	14640567984	350239	489.801994025974	206.32366	22.15526244205444	22.15526244205444	3.3481136363636352	3.3481136363636352
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	33	14640601089	14640901102	300013	568.2414121804511	190.5196139849624	18.795914328384463	18.795914328384463	3.422752631578947	3.422752631578947
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	34	14640967866	14641134651	166785	618.9412709090909	168.0325535064935	26.73394355466084	26.73394355466084	3.530036363636364	3.530036363636364
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	35	14641167806	14641301088	133282	676.7690285714286	168.9051403174603	26.22374420043512	26.22374420043512	3.5867777777777783	3.5867777777777783
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	36	14641334527	14641734569	400042	693.7933834285715	172.7539936	24.40645055484658	24.40645055484658	3.5982960000000004	3.5982960000000004
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	37	14641767788	14641867845	100057	700.243652244898	204.66890775510203	17.487762890836514	17.487762890836514	3.6198499999999996	3.6198499999999996
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	38	14641900977	14642084374	183397	765.2647923809525	210.77474333333333	20.294998123301987	20.294998123301987	3.5913916666666665	3.5913916666666665
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	39	14642117749	14642317736	199987	796.3838178021978	217.03578923076924	18.430585373856356	18.430585373856356	3.4400230769230764	3.4400230769230764
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	40	14642351019	14642500961	149942	825.8417994285714	181.54174600000002	21.879065222663865	21.879065222663865	3.3114099999999995	3.3114099999999995
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	41	14642535223	14642917614	382391	842.1831078571429	170.38276238095239	22.476933537812464	22.476933537812464	3.28225	3.28225
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	42	14643067692	14643167683	99991	371.41152653061226	172.66982367346938	14.783205990228373	14.783205990228373	3.3885785714285714	3.3885785714285714
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	43	14643200996	14643400974	199978	350.7872793406593	199.17511560439561	29.791116716851462	29.791116716851462	3.354946153846154	3.354946153846154
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	44	14643467674	14643734420	266746	405.53142352941177	212.59583663865547	26.763408094262346	26.763408094262346	3.2293029411764698	3.2293029411764698
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	45	14643767671	14643884249	116578	397.625645	233.28837964285714	10.811109961586785	10.811109961586785	3.15320625	3.15320625
1	right	stimulus_13165	13165	stimulus_13165	13165	Fixation	R	46	14643917615	14644117618	200003	457.6524657142857	220.31804021978022	12.65591592643787	12.65591592643787	3.172911538461539	3.172911538461539
