rails_session_id	eye	start_event_name	start_event_stimulus_id	stop_event_name	stop_event_stimulus_id	event type	number	start	end	duration	location X	location Y	dispersion X	dispersion Y	avg. pupil size X	avg. pupil size Y
1	right	stimulus_4701	4701	stimulus_4701	4701	Fixation	R	1	1142554936	1142721709	166773	430.55648805194807	158.19018701298702	27.855284354164887	27.855284354164887	3.331263636363636	3.331263636363636
1	right	stimulus_4701	4701	stimulus_4701	4701	Fixation	R	2	1147654794	1147804771	149977	361.92294922619044	119.72784791666666	20.51396890679852	20.51396890679852	3.5829291666666667	3.5829291666666667
1	right	stimulus_4701	4701	stimulus_4701	4701	Fixation	R	3	1148937968	1149188131	250163	519.7782331428572	94.35985676190477	16.882867964562244	16.882867964562244	3.45464	3.45464
1	right	stimulus_4701	4701	stimulus_4701	4701	Fixation	R	4	1149221455	1149471431	249976	553.5411106122449	96.3659924489796	23.232082283925823	23.232082283925823	3.4747814285714282	3.4747814285714282
1	right	stimulus_4701	4701	stimulus_4701	4701	Fixation	R	5	1149588061	1149688071	100010	617.1486448979592	140.47429387755102	18.27657898891121	18.27657898891121	3.4887000000000006	3.4887000000000006
1	right	stimulus_4701	4701	stimulus_4701	4701	Fixation	R	6	1150537978	1151721263	1183285	548.9612946843854	101.11256890365449	16.59780445748927	16.59780445748927	3.394152325581395	3.394152325581395
1	right	stimulus_4701	4701	stimulus_4701	4701	Fixation	R	7	1151754448	1151988016	233568	585.2467321904762	98.12808495238096	20.131486792634956	20.131486792634956	3.3869666666666665	3.3869666666666665
1	right	stimulus_4701	4701	stimulus_4701	4701	Fixation	R	8	1152021281	1152321175	299894	662.1966984285715	94.07178400000001	24.014259523425462	24.014259523425462	3.4173175000000007	3.4173175000000007
1	right	stimulus_4701	4701	stimulus_4701	4701	Fixation	R	9	1152504513	1152621143	116630	745.4853752380952	94.03741682539683	23.835092029235003	23.835092029235003	3.429333333333333	3.429333333333333
1	right	stimulus_4701	4701	stimulus_4701	4701	Fixation	R	10	1152654816	1152854451	199635	745.6234668131868	129.55413362637364	15.659668466543184	15.659668466543184	3.402834615384615	3.402834615384615
1	right	stimulus_4701	4701	stimulus_4701	4701	Fixation	R	11	1152887952	1153087970	200018	815.678929010989	139.36890241758243	23.117714141978258	23.117714141978258	3.3444538461538467	3.3444538461538467
1	right	stimulus_4701	4701	stimulus_4701	4701	Fixation	R	12	1153121184	1153487830	366646	810.3917064596274	166.9145948757764	18.34506347869984	18.34506347869984	3.2858521739130437	3.2858521739130437
1	right	stimulus_4701	4701	stimulus_4701	4701	Fixation	R	13	1153521166	1153671095	149929	787.0128594805195	158.1337840909091	17.139865932910993	17.139865932910993	3.2573295454545463	3.2573295454545463
