rails_session_id	eye	start_event_name	start_event_stimulus_id	stop_event_name	stop_event_stimulus_id	event type	number	start	end	duration	location X	location Y	dispersion X	dispersion Y	avg. pupil size X	avg. pupil size Y
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	1	432145275069	432145366007	90938	695.0896	330.6726	79	19	12.00	12.00
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	1	432145275069	432145366007	90938	695.0896	330.6726	79	19	12.69	12.69
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	2	432145379884	432145474811	94927	722.4349	314.9511	81	11	12.12	12.12
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	2	432145379884	432145474811	94927	722.4349	314.9511	81	11	12.60	12.60
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	3	432145491388	432145624726	133338	822.0932	312.5025	14	3	11.92	11.92
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	3	432145491388	432145624726	133338	822.0932	312.5025	14	3	12.46	12.46
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	4	432145674675	432145858033	183358	491.5257	89.3137	34	17	11.98	11.98
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	4	432145674675	432145858033	183358	491.5257	89.3137	34	17	12.38	12.38
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	5	432145874678	432146491256	616578	380.438	67.752	29	66	11.92	11.92
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	5	432145874678	432146491256	616578	380.438	67.752	29	66	12.16	12.16
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	6	432146658022	432146741302	83280	451.9545	56.3736	35	53	12.15	12.15
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	6	432146874701	432148091304	1216603	571.6636	35.3783	51	46	12.56	12.56
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	7	432146874701	432148091304	1216603	571.6636	35.3783	51	46	12.90	12.90
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	7	432148107827	432148224482	116655	425.1444	52.0396	70	27	13.03	13.03
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	8	432148107827	432148224482	116655	425.1444	52.0396	70	27	13.27	13.27
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	8	432148241315	432149474816	1233501	395.4179	101.6076	56	40	13.07	13.07
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	9	432148241315	432149474816	1233501	395.4179	101.6076	56	40	13.28	13.28
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	9	432149491154	432150345186	854032	476.4853	113.6208	78	19	12.95	12.95
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	10	432149491154	432150345186	854032	476.4853	113.6208	78	19	13.35	13.35
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	10	432150357760	432150791127	433367	572.8617	105.7558	87	10	12.96	12.96
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	11	432150357760	432150791127	433367	572.8617	105.7558	87	10	13.40	13.40
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	11	432150807712	432151074639	266927	656.7664	113.9861	34	58	12.79	12.79
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	12	432150807712	432151074639	266927	656.7664	113.9861	34	58	13.33	13.33
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	12	432151091135	432151624370	533235	740.6611	111.7546	59	8	12.47	12.47
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	13	432151091135	432151624370	533235	740.6611	111.7546	59	8	13.06	13.06
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	13	432151874580	432152774472	899892	842.9566	125.3612	75	23	12.22	12.22
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	14	432151874580	432152774472	899892	842.9566	125.3612	75	23	12.77	12.77
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	14	432152790998	432152974708	183710	896.5963	111.93	17	4	11.97	11.97
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	15	432152790998	432152974708	183710	896.5963	111.93	17	4	12.56	12.56
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	15	432153044760	432153974391	929631	407.5687	133.1318	73	23	12.11	12.11
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	16	432153044760	432153974391	929631	407.5687	133.1318	73	23	12.44	12.44
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	16	432153990918	432154607597	616679	486.7826	138.2872	52	29	12.12	12.12
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	17	432153990918	432154607597	616679	486.7826	138.2872	52	29	12.66	12.66
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	17	432154624242	432155357520	733278	438.8482	158.2126	47	26	12.42	12.42
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	18	432154624242	432155357520	733278	438.8482	158.2126	47	26	12.90	12.90
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	18	432155374291	432155790879	416588	534.3276	156.3866	70	26	12.61	12.61
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	19	432155374291	432155790879	416588	534.3276	156.3866	70	26	13.28	13.28
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	19	432155807473	432156374176	566703	596.3959	132.3522	57	36	12.25	12.25
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	20	432155807473	432156374176	566703	596.3959	132.3522	57	36	12.99	12.99
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	20	432156390849	432156807466	416617	669.927	136.1178	56	36	12.24	12.24
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	21	432156390849	432156807466	416617	669.927	136.1178	56	36	13.08	13.08
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	21	432156824108	432157357390	533282	727.5783	122.2023	62	26	12.09	12.09
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	22	432156824108	432157357390	533282	727.5783	122.2023	62	26	13.00	13.00
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	22	432157374174	432157907328	533154	800.0757	119.3251	41	17	12.15	12.15
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	23	432157374174	432157907328	533154	800.0757	119.3251	41	17	13.26	13.26
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	23	432157957387	432158290777	333390	404.4566	124.1804	40	23	12.35	12.35
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	24	432157957387	432158290777	333390	404.4566	124.1804	40	23	12.97	12.97
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	24	432158307336	432158541281	233945	486.9424	118.1627	11	24	12.53	12.53
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	25	432158307336	432158541281	233945	486.9424	118.1627	11	24	13.29	13.29
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	25	432158557438	432158874047	316609	643.2352	113.1434	79	15	12.63	12.63
12	right	stimulus_4584	4584	stimulus_4584	4584	Fixation R	26	432158557438	432158874047	316609	643.2352	113.1434	79	15	13.60	13.60
12	left	stimulus_4584	4584	stimulus_4584	4584	Fixation L	26	432158890615	432159107344	216729	723.2514	131.0883	57	30	12.59	12.59
