user_id, 01, 02, 03, 04, 06, 07, 09, 10, 12, 13, 19, 23, 24, 25, 27, 29
01, 0.0, 0.399331814, 0.193119822, 0.228626586, 0.140198333, 0.204416978, 0.134628045, 0.204887218, 0.221162378, 0.055732839, 0.057447288, 0.232585992, 0.136282871, 0.204931973, 0.22045068, 0.343996203
02, 0.399331814, 0.0, 0.220309594, 0.487858417, 0.38964753, 0.231405353, 0.292205666, 0.20560284, 0.29235636, 0.367401938, 0.386039207, 0.207931174, 0.404222542, 0.24075417, 0.205848139, 0.119159485
03, 0.193119822, 0.220309594, 0.0, 0.352421729, 0.262480826, 0.065239623, 0.082641329, 0.05560932, 0.120557708, 0.190765077, 0.200153164, 0.057755776, 0.274690902, 0.120462046, 0.08209571, 0.189983882
04, 0.228626586, 0.487858417, 0.352421729, 0.0, 0.124571755, 0.362136785, 0.330172915, 0.347185531, 0.3647343, 0.191564292, 0.225299886, 0.360106585, 0.119470216, 0.288610039, 0.387246622, 0.390634821
06, 0.140198333, 0.38964753, 0.262480826, 0.124571755, 0.0, 0.257042254, 0.2284189, 0.238986551, 0.262213377, 0.099295775, 0.145513968, 0.251173709, 0.054428561, 0.187374245, 0.276555164, 0.317179823
07, 0.204416978, 0.231405353, 0.065239623, 0.362136785, 0.257042254, 0.0, 0.090015902, 0.056426277, 0.154317208, 0.193751601, 0.199595362, 0.056338028, 0.274612851, 0.10982562, 0.086487676, 0.186767114
09, 0.134628045, 0.292205666, 0.082641329, 0.330172915, 0.2284189, 0.090015902, 0.0, 0.100533592, 0.122681939, 0.163431085, 0.137341829, 0.108397698, 0.244001765, 0.093894009, 0.112231183, 0.2463991
10, 0.204887218, 0.20560284, 0.05560932, 0.347185531, 0.238986551, 0.056426277, 0.100533592, 0.0, 0.137572191, 0.199029392, 0.219769036, 0.058579547, 0.262989563, 0.105889724, 0.101190476, 0.16301801
12, 0.221162378, 0.29235636, 0.120557708, 0.3647343, 0.262213377, 0.154317208, 0.122681939, 0.137572191, 0.0, 0.214194115, 0.189420023, 0.11288018, 0.278967481, 0.126293996, 0.10620471, 0.282440175
13, 0.055732839, 0.367401938, 0.190765077, 0.191564292, 0.099295775, 0.193751601, 0.163431085, 0.199029392, 0.214194115, 0.0, 0.066077348, 0.212718737, 0.10498417, 0.178658009, 0.232651515, 0.327272727
19, 0.057447288, 0.386039207, 0.200153164, 0.225299886, 0.145513968, 0.199595362, 0.137341829, 0.219769036, 0.189420023, 0.066077348, 0.0, 0.213679869, 0.123361095, 0.210997106, 0.216016344, 0.349633817
23, 0.232585992, 0.207931174, 0.057755776, 0.360106585, 0.251173709, 0.056338028, 0.108397698, 0.058579547, 0.11288018, 0.212718737, 0.213679869, 0.0, 0.270969098, 0.110496311, 0.056924883, 0.187116497
24, 0.136282871, 0.404222542, 0.274690902, 0.119470216, 0.054428561, 0.274612851, 0.244001765, 0.262989563, 0.278967481, 0.10498417, 0.123361095, 0.270969098, 0.0, 0.199626866, 0.293221393, 0.311766748
25, 0.204931973, 0.24075417, 0.120462046, 0.288610039, 0.187374245, 0.10982562, 0.093894009, 0.105889724, 0.126293996, 0.178658009, 0.210997106, 0.110496311, 0.199626866, 0.0, 0.140625, 0.16209856
27, 0.22045068, 0.205848139, 0.08209571, 0.387246622, 0.276555164, 0.086487676, 0.112231183, 0.101190476, 0.10620471, 0.232651515, 0.216016344, 0.056924883, 0.293221393, 0.140625, 0.0, 0.190188953
29, 0.343996203, 0.119159485, 0.189983882, 0.390634821, 0.317179823, 0.186767114, 0.2463991, 0.16301801, 0.282440175, 0.327272727, 0.349633817, 0.187116497, 0.311766748, 0.16209856, 0.190188953, 0.0
