user_id, 01, 02, 03, 04, 06, 07, 08, 09, 10, 12, 13, 17, 19, 20, 22, 24, 29, 34
01, 0.0, 0.299047445, 0.169028883, 0.24112897, 0.10488523, 0.136840832, 0.076374158, 0.122571107, 0.188805876, 0.128833846, 0.108418825, 0.277158376, 0.052319543, 0.375643225, 0.228724244, 0.160142577, 0.244356469, 0.408507313
02, 0.299047445, 0.0, 0.189067317, 0.485996244, 0.356471461, 0.201792382, 0.341107983, 0.269526156, 0.160389653, 0.257067705, 0.368156816, 0.055567814, 0.323416763, 0.137876686, 0.096863956, 0.433796073, 0.067831137, 0.146665135
03, 0.169028883, 0.189067317, 0.0, 0.37745012, 0.234370755, 0.065597278, 0.214709704, 0.139315272, 0.116590858, 0.140864772, 0.247634837, 0.191996984, 0.202204444, 0.294269711, 0.130460648, 0.296969827, 0.164205315, 0.285005188
04, 0.24112897, 0.485996244, 0.37745012, 0.0, 0.151778459, 0.323899968, 0.193683493, 0.292994902, 0.333885713, 0.318014539, 0.137570608, 0.464599701, 0.224600748, 0.456763401, 0.397506758, 0.088691507, 0.43619562, 0.575571627
06, 0.10488523, 0.356471461, 0.234370755, 0.151778459, 0.0, 0.181675649, 0.062243244, 0.179960072, 0.215598683, 0.186046185, 0.040323557, 0.329111175, 0.111289663, 0.368475474, 0.275111265, 0.087255382, 0.306670837, 0.463064863
07, 0.136840832, 0.201792382, 0.065597278, 0.323899968, 0.181675649, 0.0, 0.17790927, 0.114026024, 0.079796937, 0.116548063, 0.205440187, 0.188286713, 0.168525053, 0.296203796, 0.153910525, 0.260633484, 0.151991758, 0.312426036
08, 0.076374158, 0.341107983, 0.214709704, 0.193683493, 0.062243244, 0.17790927, 0.0, 0.126931909, 0.204962736, 0.157243525, 0.075055684, 0.316568047, 0.068934006, 0.361292554, 0.270315994, 0.141895812, 0.288875387, 0.457593688
09, 0.122571107, 0.269526156, 0.139315272, 0.292994902, 0.179960072, 0.114026024, 0.126931909, 0.0, 0.15556446, 0.078029456, 0.174152999, 0.255992763, 0.093865535, 0.331508044, 0.215122088, 0.237742284, 0.225013326, 0.4151285
10, 0.188805876, 0.160389653, 0.116590858, 0.333885713, 0.215598683, 0.079796937, 0.204962736, 0.15556446, 0.0, 0.171525293, 0.216666241, 0.145312182, 0.195000308, 0.225137279, 0.093566595, 0.286874791, 0.110198945, 0.266411183
12, 0.128833846, 0.257067705, 0.140864772, 0.318014539, 0.186046185, 0.116548063, 0.157243525, 0.078029456, 0.171525293, 0.0, 0.197936383, 0.26421706, 0.118962939, 0.353939013, 0.235784196, 0.258177687, 0.231749528, 0.377420952
13, 0.108418825, 0.368156816, 0.247634837, 0.137570608, 0.040323557, 0.205440187, 0.075055684, 0.174152999, 0.216666241, 0.197936383, 0.0, 0.342939855, 0.104335996, 0.349316083, 0.280493819, 0.095504361, 0.318356192, 0.46295588
17, 0.277158376, 0.055567814, 0.191996984, 0.464599701, 0.329111175, 0.188286713, 0.316568047, 0.255992763, 0.145312182, 0.26421706, 0.342939855, 0.0, 0.297296358, 0.119047619, 0.090940789, 0.407685452, 0.075487013, 0.160794334
19, 0.052319543, 0.323416763, 0.202204444, 0.224600748, 0.111289663, 0.168525053, 0.068934006, 0.093865535, 0.195000308, 0.118962939, 0.104335996, 0.297296358, 0.0, 0.352376981, 0.26780162, 0.168396363, 0.275516055, 0.446935563
20, 0.375643225, 0.137876686, 0.294269711, 0.456763401, 0.368475474, 0.296203796, 0.361292554, 0.331508044, 0.225137279, 0.353939013, 0.349316083, 0.119047619, 0.352376981, 0.0, 0.186056621, 0.427425516, 0.184659091, 0.128986398
22, 0.228724244, 0.096863956, 0.130460648, 0.397506758, 0.275111265, 0.153910525, 0.270315994, 0.215122088, 0.093566595, 0.235784196, 0.280493819, 0.090940789, 0.26780162, 0.186056621, 0.0, 0.345803593, 0.076229079, 0.208858409
24, 0.160142577, 0.433796073, 0.296969827, 0.088691507, 0.087255382, 0.260633484, 0.141895812, 0.237742284, 0.286874791, 0.258177687, 0.095504361, 0.407685452, 0.168396363, 0.427425516, 0.345803593, 0.0, 0.388190853, 0.530107901
29, 0.244356469, 0.067831137, 0.164205315, 0.43619562, 0.306670837, 0.151991758, 0.288875387, 0.225013326, 0.110198945, 0.231749528, 0.318356192, 0.075487013, 0.275516055, 0.184659091, 0.076229079, 0.388190853, 0.0, 0.191673711
34, 0.408507313, 0.146665135, 0.285005188, 0.575571627, 0.463064863, 0.312426036, 0.457593688, 0.4151285, 0.266411183, 0.377420952, 0.46295588, 0.160794334, 0.446935563, 0.128986398, 0.208858409, 0.530107901, 0.191673711, 0.0
