user_id, 01, 02, 03, 04, 06, 07, 08, 09, 10, 12, 13, 17, 22, 24, 27, 29, 35
01, 0.0, 0.358858859, 0.213120567, 0.308888889, 0.132784333, 0.060720268, 0.083612507, 0.071315997, 0.196666667, 0.136276128, 0.088392516, 0.173507463, 0.296296296, 0.070243696, 0.161111111, 0.092948718, 0.096987811
02, 0.358858859, 0.0, 0.194096224, 0.588708709, 0.355297776, 0.317510978, 0.382565983, 0.326241135, 0.198018018, 0.392516279, 0.397139407, 0.220855184, 0.101351351, 0.29968894, 0.241591592, 0.294048857, 0.416923252
03, 0.213120567, 0.194096224, 0.0, 0.453427896, 0.236509132, 0.16792473, 0.241762001, 0.163120567, 0.066524823, 0.211186012, 0.262425971, 0.072594474, 0.136083956, 0.167870261, 0.081914894, 0.147135843, 0.266415298
04, 0.308888889, 0.588708709, 0.453427896, 0.0, 0.233510324, 0.360536013, 0.254438861, 0.364869976, 0.423333333, 0.410363036, 0.239587629, 0.431044776, 0.527957958, 0.303090843, 0.428888889, 0.347179487, 0.359887482
06, 0.132784333, 0.355297776, 0.236509132, 0.233510324, 0.0, 0.165806911, 0.073064437, 0.200652733, 0.198731563, 0.215061772, 0.077988626, 0.231277242, 0.321573786, 0.101755499, 0.240707965, 0.171077263, 0.182480117
07, 0.060720268, 0.317510978, 0.16792473, 0.360536013, 0.165806911, 0.0, 0.130653266, 0.060925193, 0.144757119, 0.116548087, 0.135764734, 0.138728468, 0.252512563, 0.098669242, 0.141680625, 0.063707963, 0.118313084
08, 0.083612507, 0.382565983, 0.241762001, 0.254438861, 0.073064437, 0.130653266, 0.0, 0.131455148, 0.210854271, 0.199039753, 0.049405101, 0.223655591, 0.323101996, 0.095420097, 0.214544947, 0.152758987, 0.116373004
09, 0.071315997, 0.326241135, 0.163120567, 0.364869976, 0.200652733, 0.060925193, 0.131455148, 0.0, 0.144539007, 0.119724738, 0.150581268, 0.138244945, 0.241757715, 0.107607365, 0.141962175, 0.075831969, 0.121734447
10, 0.196666667, 0.198018018, 0.066524823, 0.423333333, 0.198731563, 0.144757119, 0.210854271, 0.144539007, 0.0, 0.21359736, 0.233986254, 0.078656716, 0.155585586, 0.137915309, 0.086666667, 0.13025641, 0.256202532
12, 0.136276128, 0.392516279, 0.211186012, 0.410363036, 0.215061772, 0.116548087, 0.199039753, 0.119724738, 0.21359736, 0.0, 0.202527985, 0.194350032, 0.307332085, 0.152078563, 0.195434543, 0.13385377, 0.165622258
13, 0.088392516, 0.397139407, 0.262425971, 0.239587629, 0.077988626, 0.135764734, 0.049405101, 0.150581268, 0.233986254, 0.202527985, 0.0, 0.238036621, 0.340833101, 0.111521542, 0.227090493, 0.163858049, 0.139284005
17, 0.173507463, 0.220855184, 0.072594474, 0.431044776, 0.231277242, 0.138728468, 0.223655591, 0.138244945, 0.078656716, 0.194350032, 0.238036621, 0.0, 0.153287616, 0.165994134, 0.086069652, 0.111031382, 0.208640343
22, 0.296296296, 0.101351351, 0.136083956, 0.527957958, 0.321573786, 0.252512563, 0.323101996, 0.241757715, 0.155585586, 0.307332085, 0.340833101, 0.153287616, 0.0, 0.257681134, 0.175525526, 0.225961538, 0.34485118
24, 0.070243696, 0.29968894, 0.167870261, 0.303090843, 0.101755499, 0.098669242, 0.095420097, 0.107607365, 0.137915309, 0.152078563, 0.111521542, 0.165994134, 0.257681134, 0.0, 0.183966703, 0.091690679, 0.140972251
27, 0.161111111, 0.241591592, 0.081914894, 0.428888889, 0.240707965, 0.141680625, 0.214544947, 0.141962175, 0.086666667, 0.195434543, 0.227090493, 0.086069652, 0.175525526, 0.183966703, 0.0, 0.123717949, 0.207313643
29, 0.092948718, 0.294048857, 0.147135843, 0.347179487, 0.171077263, 0.063707963, 0.152758987, 0.075831969, 0.13025641, 0.13385377, 0.163858049, 0.111031382, 0.225961538, 0.091690679, 0.123717949, 0.0, 0.134006816
35, 0.096987811, 0.416923252, 0.266415298, 0.359887482, 0.182480117, 0.118313084, 0.116373004, 0.121734447, 0.256202532, 0.165622258, 0.139284005, 0.208640343, 0.34485118, 0.140972251, 0.207313643, 0.134006816, 0.0
