user_id, 01, 02, 03, 04, 07, 09, 10, 12, 13, 19, 22, 24, 29
01, 0.0, 0.276506113, 0.132419355, 0.365322581, 0.145519713, 0.081280547, 0.101109189, 0.219466073, 0.25703134, 0.175, 0.060376655, 0.196774194, 0.13298109
02, 0.276506113, 0.0, 0.310593607, 0.58615039, 0.364171795, 0.313563719, 0.30000144, 0.459486695, 0.488941972, 0.398203296, 0.265790377, 0.436706437, 0.174342623
03, 0.132419355, 0.310593607, 0.0, 0.37516129, 0.106811594, 0.091666667, 0.105520505, 0.212758621, 0.251512456, 0.175217391, 0.148236994, 0.210645161, 0.201206897
04, 0.365322581, 0.58615039, 0.37516129, 0.0, 0.309957924, 0.312561095, 0.313791086, 0.212041157, 0.130094134, 0.218267882, 0.352111691, 0.187096774, 0.452586207
07, 0.145519713, 0.364171795, 0.106811594, 0.309957924, 0.0, 0.090469917, 0.094225758, 0.125070798, 0.219832551, 0.141908213, 0.162296501, 0.128066074, 0.244190405
09, 0.081280547, 0.313563719, 0.091666667, 0.312561095, 0.090469917, 0.0, 0.073702323, 0.181504702, 0.221813329, 0.144433465, 0.104593624, 0.144648094, 0.185867294
10, 0.101109189, 0.30000144, 0.105520505, 0.313791086, 0.094225758, 0.073702323, 0.0, 0.185445448, 0.205642309, 0.119016596, 0.108914863, 0.146219599, 0.170686936
12, 0.219466073, 0.459486695, 0.212758621, 0.212041157, 0.125070798, 0.181504702, 0.185445448, 0.0, 0.130052767, 0.102173913, 0.240621886, 0.076084538, 0.332758621
13, 0.25703134, 0.488941972, 0.251512456, 0.130094134, 0.219832551, 0.221813329, 0.205642309, 0.130052767, 0.0, 0.116431998, 0.252874745, 0.103133969, 0.35027304
19, 0.175, 0.398203296, 0.175217391, 0.218267882, 0.141908213, 0.144433465, 0.119016596, 0.102173913, 0.116431998, 0.0, 0.182929128, 0.072510519, 0.265554723
22, 0.060376655, 0.265790377, 0.148236994, 0.352111691, 0.162296501, 0.104593624, 0.108914863, 0.240621886, 0.252874745, 0.182929128, 0.0, 0.19563677, 0.13758222
24, 0.196774194, 0.436706437, 0.210645161, 0.187096774, 0.128066074, 0.144648094, 0.146219599, 0.076084538, 0.103133969, 0.072510519, 0.19563677, 0.0, 0.291824249
29, 0.13298109, 0.174342623, 0.201206897, 0.452586207, 0.244190405, 0.185867294, 0.170686936, 0.332758621, 0.35027304, 0.265554723, 0.13758222, 0.291824249, 0.0
