user_id, 01, 02, 03, 04, 06, 07, 09, 10, 12, 13, 14, 17, 20, 22, 24, 25, 29, 30, 35, 36
01, 0.0, 0.392536369, 0.147609219, 0.18190618, 0.204767493, 0.096078431, 0.099266997, 0.11665005, 0.127941176, 0.163443677, 0.273389356, 0.194117647, 0.184279919, 0.229555237, 0.212809236, 0.108839779, 0.210784314, 0.085836665, 0.15026738, 0.161437908
02, 0.392536369, 0.0, 0.311356348, 0.482373758, 0.503217762, 0.355197133, 0.395940107, 0.292126845, 0.457977546, 0.487745418, 0.264516129, 0.229161614, 0.233129403, 0.212234461, 0.501105417, 0.374324244, 0.252329749, 0.417527926, 0.385386119, 0.500170678
03, 0.147609219, 0.311356348, 0.0, 0.273965504, 0.294410173, 0.102046784, 0.164726458, 0.079314104, 0.227661679, 0.261358525, 0.176942356, 0.134502924, 0.11889998, 0.137569534, 0.30362901, 0.20739233, 0.124561404, 0.162805882, 0.134635832, 0.265107212
04, 0.18190618, 0.482373758, 0.273965504, 0.0, 0.083872597, 0.199015471, 0.143105012, 0.216391332, 0.122145694, 0.060284597, 0.41615431, 0.289029536, 0.302197003, 0.334156633, 0.071710241, 0.143320046, 0.349648383, 0.151140879, 0.233985424, 0.046279553
06, 0.204767493, 0.503217762, 0.294410173, 0.083872597, 0.0, 0.232086451, 0.187110106, 0.243543683, 0.166743069, 0.082799075, 0.444080276, 0.309030056, 0.322641672, 0.354601302, 0.071515137, 0.143315744, 0.370850651, 0.185047091, 0.283439129, 0.085790814
07, 0.096078431, 0.355197133, 0.102046784, 0.199015471, 0.232086451, 0.0, 0.094600208, 0.087947269, 0.136764706, 0.18245614, 0.254761905, 0.177777778, 0.15756705, 0.199728997, 0.241796469, 0.153560467, 0.172222222, 0.091531823, 0.08989899, 0.193386243
09, 0.099266997, 0.395940107, 0.164726458, 0.143105012, 0.187110106, 0.094600208, 0.0, 0.136955489, 0.081432106, 0.127940268, 0.317846017, 0.219415361, 0.20030347, 0.247321632, 0.186915888, 0.108139275, 0.236656282, 0.037655385, 0.114698386, 0.125550116
10, 0.11665005, 0.292126845, 0.079314104, 0.216391332, 0.243543683, 0.087947269, 0.136955489, 0.0, 0.175486042, 0.207383517, 0.214366425, 0.09630432, 0.106472823, 0.144605209, 0.238618723, 0.145931267, 0.155743879, 0.148658878, 0.117899332, 0.220859116
12, 0.127941176, 0.457977546, 0.227661679, 0.122145694, 0.166743069, 0.136764706, 0.081432106, 0.175486042, 0.0, 0.109535008, 0.382212885, 0.264125387, 0.263945233, 0.288020086, 0.163894997, 0.116306467, 0.299591503, 0.082952599, 0.144607843, 0.097766885
13, 0.163443677, 0.487745418, 0.261358525, 0.060284597, 0.082799075, 0.18245614, 0.127940268, 0.207383517, 0.109535008, 0.0, 0.42109119, 0.281665703, 0.294202848, 0.334847438, 0.077396042, 0.126959984, 0.336392263, 0.124936127, 0.232977549, 0.051838999
14, 0.273389356, 0.264516129, 0.176942356, 0.41615431, 0.444080276, 0.254761905, 0.317846017, 0.214366425, 0.382212885, 0.42109119, 0.0, 0.15764411, 0.129597701, 0.120847851, 0.450244771, 0.326177322, 0.098412698, 0.314748035, 0.292640693, 0.414814815
17, 0.194117647, 0.229161614, 0.134502924, 0.289029536, 0.309030056, 0.177777778, 0.219415361, 0.09630432, 0.264125387, 0.281665703, 0.15764411, 0.0, 0.046182266, 0.08091876, 0.309078772, 0.201615918, 0.092063492, 0.235966129, 0.208532695, 0.299916458
20, 0.184279919, 0.233129403, 0.11889998, 0.302197003, 0.322641672, 0.15756705, 0.20030347, 0.106472823, 0.263945233, 0.294202848, 0.129597701, 0.046182266, 0.0, 0.07842725, 0.325088624, 0.225376262, 0.067911877, 0.223342819, 0.192789969, 0.296547163
