user_id, 01, 02, 03, 04, 06, 07, 09, 10, 12, 13, 29, 30, 35, 36
01, 0.0, 0.370580808, 0.122266344, 0.243534483, 0.165006368, 0.116284014, 0.057981928, 0.197611576, 0.10375817, 0.098011364, 0.259538858, 0.064583333, 0.076667378, 0.306024775
02, 0.370580808, 0.0, 0.317791171, 0.540099269, 0.458316792, 0.38023088, 0.413411221, 0.253898821, 0.312537136, 0.397727273, 0.141811372, 0.385227273, 0.363170959, 0.099372099
03, 0.122266344, 0.317791171, 0.0, 0.314393218, 0.222200777, 0.107819371, 0.13136524, 0.154719249, 0.048026577, 0.15304286, 0.19948476, 0.104558011, 0.089114325, 0.252550893
04, 0.243534483, 0.540099269, 0.314393218, 0.0, 0.113687698, 0.321428571, 0.232395098, 0.310038234, 0.29814627, 0.169409613, 0.443917086, 0.247270115, 0.278156997, 0.480118049
06, 0.165006368, 0.458316792, 0.222200777, 0.113687698, 0.0, 0.234159166, 0.15461409, 0.257915989, 0.223278249, 0.103232103, 0.35361366, 0.162681951, 0.195105593, 0.388842991
07, 0.116284014, 0.38023088, 0.107819371, 0.321428571, 0.234159166, 0.0, 0.103884927, 0.211574588, 0.102774443, 0.182591218, 0.277115341, 0.10994898, 0.054711987, 0.307685236
09, 0.057981928, 0.413411221, 0.13136524, 0.232395098, 0.15461409, 0.103884927, 0.0, 0.187515753, 0.137136782, 0.097252647, 0.295620685, 0.068825301, 0.069575229, 0.344214697
10, 0.197611576, 0.253898821, 0.154719249, 0.310038234, 0.257915989, 0.211574588, 0.187515753, 0.0, 0.170016682, 0.219237353, 0.164872361, 0.156241283, 0.202293401, 0.182253383
12, 0.10375817, 0.312537136, 0.048026577, 0.29814627, 0.223278249, 0.102774443, 0.137136782, 0.170016682, 0.0, 0.157308378, 0.200962033, 0.094281046, 0.087688773, 0.24633457
13, 0.098011364, 0.397727273, 0.15304286, 0.169409613, 0.103232103, 0.182591218, 0.097252647, 0.219237353, 0.157308378, 0.0, 0.292730678, 0.098106061, 0.14445651, 0.334357084
29, 0.259538858, 0.141811372, 0.19948476, 0.443917086, 0.35361366, 0.277115341, 0.295620685, 0.164872361, 0.200962033, 0.292730678, 0.0, 0.261657303, 0.255627565, 0.082751291
30, 0.064583333, 0.385227273, 0.104558011, 0.247270115, 0.162681951, 0.10994898, 0.068825301, 0.156241283, 0.094281046, 0.098106061, 0.261657303, 0.0, 0.068316268, 0.316554054
35, 0.076667378, 0.363170959, 0.089114325, 0.278156997, 0.195105593, 0.054711987, 0.069575229, 0.202293401, 0.087688773, 0.14445651, 0.255627565, 0.068316268, 0.0, 0.292346954
36, 0.306024775, 0.099372099, 0.252550893, 0.480118049, 0.388842991, 0.307685236, 0.344214697, 0.182253383, 0.24633457, 0.334357084, 0.082751291, 0.316554054, 0.292346954, 0.0
