user_id, 01, 02, 03, 04, 06, 07, 09, 10, 12, 13, 25, 29
01, 0.0, 0.293581303, 0.155595603, 0.236804041, 0.219817504, 0.156989247, 0.060480851, 0.278860437, 0.085012228, 0.078217257, 0.080592279, 0.104160823
02, 0.293581303, 0.0, 0.189630601, 0.450504757, 0.437637206, 0.217522493, 0.297523504, 0.111333193, 0.321999558, 0.312198024, 0.279675477, 0.235753722
03, 0.155595603, 0.189630601, 0.0, 0.332730273, 0.308753812, 0.091578062, 0.155692256, 0.175968055, 0.166125487, 0.193596147, 0.133199011, 0.101854101
04, 0.236804041, 0.450504757, 0.332730273, 0.0, 0.056911145, 0.327383002, 0.222719821, 0.397060082, 0.285378419, 0.177143719, 0.206300683, 0.260474152
06, 0.219817504, 0.437637206, 0.308753812, 0.056911145, 0.0, 0.31304888, 0.179029202, 0.382552265, 0.266342572, 0.151858995, 0.19196656, 0.244856323
07, 0.156989247, 0.217522493, 0.091578062, 0.327383002, 0.31304888, 0.0, 0.15180621, 0.20701696, 0.158650673, 0.200691516, 0.128961749, 0.107916472
09, 0.060480851, 0.297523504, 0.155692256, 0.222719821, 0.179029202, 0.15180621, 0.0, 0.272674621, 0.110723509, 0.095843094, 0.079683183, 0.098192477
10, 0.278860437, 0.111333193, 0.175968055, 0.397060082, 0.382552265, 0.20701696, 0.272674621, 0.0, 0.30107807, 0.27048195, 0.235896569, 0.19512924
12, 0.085012228, 0.321999558, 0.166125487, 0.285378419, 0.266342572, 0.158650673, 0.110723509, 0.30107807, 0.0, 0.137821944, 0.141504409, 0.149060849
13, 0.078217257, 0.312198024, 0.193596147, 0.177143719, 0.151858995, 0.200691516, 0.095843094, 0.27048195, 0.137821944, 0.0, 0.077796443, 0.120312047
25, 0.080592279, 0.279675477, 0.133199011, 0.206300683, 0.19196656, 0.128961749, 0.079683183, 0.235896569, 0.141504409, 0.077796443, 0.0, 0.090282727
29, 0.104160823, 0.235753722, 0.101854101, 0.260474152, 0.244856323, 0.107916472, 0.098192477, 0.19512924, 0.149060849, 0.120312047, 0.090282727, 0.0
