user_id, 01, 02, 03, 04, 07, 09, 10, 12, 13, 16, 19, 22, 23, 29, 35
01, 0.0, 0.25070028, 0.303013393, 0.288340336, 0.14555776, 0.057998971, 0.185968927, 0.099743574, 0.112693509, 0.279464286, 0.147644148, 0.236528822, 0.081653226, 0.1789327, 0.090430403
02, 0.25070028, 0.0, 0.145297181, 0.478883861, 0.305010893, 0.27523602, 0.149766405, 0.238177624, 0.341329307, 0.501940776, 0.379695252, 0.081527348, 0.200980392, 0.091323813, 0.283990519
03, 0.303013393, 0.145297181, 0.0, 0.484428026, 0.421440972, 0.337850437, 0.151497631, 0.360010272, 0.387431678, 0.512611607, 0.406297063, 0.159105446, 0.231938844, 0.20398302, 0.352936126
04, 0.288340336, 0.478883861, 0.484428026, 0.0, 0.251633987, 0.255758524, 0.364653609, 0.319936119, 0.204961891, 0.062572721, 0.204028785, 0.433118997, 0.32721906, 0.413804828, 0.313294549
07, 0.14555776, 0.305010893, 0.421440972, 0.251633987, 0.0, 0.125514403, 0.305678121, 0.092443077, 0.099633854, 0.252733686, 0.119217611, 0.289798571, 0.201513341, 0.236673089, 0.099782933
09, 0.057998971, 0.27523602, 0.337850437, 0.255758524, 0.125514403, 0.0, 0.220900001, 0.095234027, 0.111643118, 0.252422944, 0.131315385, 0.289365389, 0.132483738, 0.228621042, 0.079862524
10, 0.185968927, 0.149766405, 0.151497631, 0.364653609, 0.305678121, 0.220900001, 0.0, 0.247261189, 0.268946205, 0.386237383, 0.288525945, 0.094812844, 0.150110632, 0.134867803, 0.227979001
12, 0.099743574, 0.238177624, 0.360010272, 0.319936119, 0.092443077, 0.095234027, 0.247261189, 0.0, 0.161853513, 0.321403856, 0.185496311, 0.224205265, 0.14328236, 0.171810309, 0.082347871
13, 0.112693509, 0.341329307, 0.387431678, 0.204961891, 0.099633854, 0.111643118, 0.268946205, 0.161853513, 0.0, 0.199317141, 0.067662284, 0.305138639, 0.171743189, 0.254115475, 0.126088107
16, 0.279464286, 0.501940776, 0.512611607, 0.062572721, 0.252733686, 0.252422944, 0.386237383, 0.321403856, 0.199317141, 0.0, 0.210720433, 0.449361499, 0.311974252, 0.417765719, 0.305599163
19, 0.147644148, 0.379695252, 0.406297063, 0.204028785, 0.119217611, 0.131315385, 0.288525945, 0.185496311, 0.067662284, 0.210720433, 0.0, 0.327379694, 0.202336227, 0.292395014, 0.146387749
22, 0.236528822, 0.081527348, 0.159105446, 0.433118997, 0.289798571, 0.289365389, 0.094812844, 0.224205265, 0.305138639, 0.449361499, 0.327379694, 0.0, 0.170156574, 0.090085522, 0.232889917
23, 0.081653226, 0.200980392, 0.231938844, 0.32721906, 0.201513341, 0.132483738, 0.150110632, 0.14328236, 0.171743189, 0.311974252, 0.202336227, 0.170156574, 0.0, 0.118652495, 0.140493915
29, 0.1789327, 0.091323813, 0.20398302, 0.413804828, 0.236673089, 0.228621042, 0.134867803, 0.171810309, 0.254115475, 0.417765719, 0.292395014, 0.090085522, 0.118652495, 0.0, 0.21046391
35, 0.090430403, 0.283990519, 0.352936126, 0.313294549, 0.099782933, 0.079862524, 0.227979001, 0.082347871, 0.126088107, 0.305599163, 0.146387749, 0.232889917, 0.140493915, 0.21046391, 0.0
