user_id, 01, 02, 03, 04, 06, 07, 10, 13, 17, 19, 22, 36
01, 0.0, 0.283782534, 0.388018947, 0.072091311, 0.114764783, 0.169401574, 0.176910176, 0.054287351, 0.332474227, 0.09534937, 0.347293814, 0.154504035
02, 0.283782534, 0.0, 0.116543449, 0.24442665, 0.234214731, 0.186324197, 0.132812668, 0.284237312, 0.091641464, 0.249108122, 0.080191984, 0.192119716
03, 0.388018947, 0.116543449, 0.0, 0.347297297, 0.325722274, 0.289013274, 0.226276995, 0.38045903, 0.153551226, 0.337297297, 0.113217905, 0.274076324
04, 0.072091311, 0.24442665, 0.347297297, 0.0, 0.072413793, 0.137890955, 0.139183185, 0.068253968, 0.305398671, 0.070873016, 0.310491071, 0.114927769
06, 0.114764783, 0.234214731, 0.325722274, 0.072413793, 0.0, 0.110181596, 0.118324809, 0.118773946, 0.27833467, 0.05908046, 0.277837644, 0.078393388
07, 0.169401574, 0.186324197, 0.289013274, 0.137890955, 0.110181596, 0.0, 0.084284137, 0.176505119, 0.219622953, 0.110032873, 0.255778476, 0.069144339
10, 0.176910176, 0.132812668, 0.226276995, 0.139183185, 0.118324809, 0.084284137, 0.0, 0.178609402, 0.19806387, 0.135906433, 0.183836722, 0.077540634
13, 0.054287351, 0.284237312, 0.38045903, 0.068253968, 0.118773946, 0.176505119, 0.178609402, 0.0, 0.352620893, 0.097777778, 0.321924603, 0.16800428
17, 0.332474227, 0.091641464, 0.153551226, 0.305398671, 0.27833467, 0.219622953, 0.19806387, 0.352620893, 0.0, 0.264521964, 0.09974564, 0.221126209
19, 0.09534937, 0.249108122, 0.337297297, 0.070873016, 0.05908046, 0.110032873, 0.135906433, 0.097777778, 0.264521964, 0.0, 0.295173611, 0.087041199
22, 0.347293814, 0.080191984, 0.113217905, 0.310491071, 0.277837644, 0.255778476, 0.183836722, 0.321924603, 0.09974564, 0.295173611, 0.0, 0.23335089
36, 0.154504035, 0.192119716, 0.274076324, 0.114927769, 0.078393388, 0.069144339, 0.077540634, 0.16800428, 0.221126209, 0.087041199, 0.23335089, 0.0
