user_id, 01, 02, 03, 04, 06, 07, 08, 12, 13, 16, 19, 20, 23, 25, 29
01, 0.0, 0.237027969, 0.043554007, 0.303336907, 0.155844156, 0.113871951, 0.153638545, 0.19851647, 0.252557042, 0.256344093, 0.190835547, 0.134494774, 0.07275966, 0.168737178, 0.077792041
02, 0.237027969, 0.0, 0.212826066, 0.489258489, 0.345121095, 0.233397683, 0.355655421, 0.353759503, 0.455800847, 0.451955999, 0.387839749, 0.115250965, 0.17576967, 0.366885577, 0.199268441
03, 0.043554007, 0.212826066, 0.0, 0.303135889, 0.146816598, 0.119512195, 0.155252185, 0.216081756, 0.25436945, 0.255473013, 0.186945872, 0.134494774, 0.094611701, 0.169315184, 0.066935632
04, 0.303336907, 0.489258489, 0.303135889, 0.0, 0.162337662, 0.317765568, 0.16246322, 0.246138741, 0.100053173, 0.070080863, 0.161226562, 0.407326007, 0.351030991, 0.148848037, 0.343801812
06, 0.155844156, 0.345121095, 0.146816598, 0.162337662, 0.0, 0.174594156, 0.049765808, 0.144999331, 0.12709468, 0.124418035, 0.087533753, 0.267532468, 0.211586167, 0.065147469, 0.191250854
07, 0.113871951, 0.233397683, 0.119512195, 0.317765568, 0.174594156, 0.0, 0.166290984, 0.166623711, 0.250604839, 0.280256065, 0.178403465, 0.195535714, 0.137148876, 0.186331776, 0.127960526
08, 0.153638545, 0.355655421, 0.155252185, 0.16246322, 0.049765808, 0.166290984, 0.0, 0.124176103, 0.115547329, 0.124596792, 0.062733323, 0.27295082, 0.206529748, 0.05235943, 0.198274374
12, 0.19851647, 0.353759503, 0.216081756, 0.246138741, 0.144999331, 0.166623711, 0.124176103, 0.0, 0.16544729, 0.20715814, 0.132693682, 0.293446244, 0.240993861, 0.147509394, 0.246337493
13, 0.252557042, 0.455800847, 0.25436945, 0.100053173, 0.12709468, 0.250604839, 0.115547329, 0.16544729, 0.0, 0.066418138, 0.105956563, 0.363709677, 0.294853208, 0.103482062, 0.288285229
16, 0.256344093, 0.451955999, 0.255473013, 0.070080863, 0.124418035, 0.280256065, 0.124596792, 0.20715814, 0.066418138, 0.0, 0.129019775, 0.367924528, 0.313597222, 0.114202585, 0.289643921
19, 0.190835547, 0.387839749, 0.186945872, 0.161226562, 0.087533753, 0.178403465, 0.062733323, 0.132693682, 0.105956563, 0.129019775, 0.0, 0.293564356, 0.228872325, 0.066762284, 0.226263679
20, 0.134494774, 0.115250965, 0.134494774, 0.407326007, 0.267532468, 0.195535714, 0.27295082, 0.293446244, 0.363709677, 0.367924528, 0.293564356, 0.0, 0.110674157, 0.278638184, 0.12518797
23, 0.07275966, 0.17576967, 0.094611701, 0.351030991, 0.211586167, 0.137148876, 0.206529748, 0.240993861, 0.294853208, 0.313597222, 0.228872325, 0.110674157, 0.0, 0.226766775, 0.088645772
25, 0.168737178, 0.366885577, 0.169315184, 0.148848037, 0.065147469, 0.186331776, 0.05235943, 0.147509394, 0.103482062, 0.114202585, 0.066762284, 0.278638184, 0.226766775, 0.0, 0.20457452
29, 0.077792041, 0.199268441, 0.066935632, 0.343801812, 0.191250854, 0.127960526, 0.198274374, 0.246337493, 0.288285229, 0.289643921, 0.226263679, 0.12518797, 0.088645772, 0.20457452, 0.0
