text_id, 10879, 11143, 11299, 13165, 2725, 322, 3775, 3819, 4094, 4504, 4584, 4701, 5938, 6046, 6366, 6474, 7784, 9977
10879, 1.0, 0.104561674, 0.208680804, 0.246402511, 0.019857601, 0.560461388, 0.174385074, 0.714995777, 0.364375198, 0.031023166, 0.762412688, 0.049835184, 0.046997859, 0.000242571, 0.006284131, 0.000600288, 0.112490521, 0.121846849
11143, 0.104561674, 1.0, 0.290441508, 0.002541436, 0.000419535, 0.012583938, 0.002980711, 0.172630676, 0.510659024, 0.000147407, 0.017366891, 6.8208e-05, 5.6794e-05, 1.106e-06, 0.087261529, 1.109e-06, 0.600377566, 0.295677904
11299, 0.208680804, 0.290441508, 1.0, 0.009509773, 0.004017568, 0.342662088, 0.058622578, 0.622275086, 0.468399693, 0.001692884, 0.029613281, 0.030459491, 0.003151664, 3.7677e-05, 0.117349829, 3.674e-05, 0.923128501, 0.547131548
13165, 0.246402511, 0.002541436, 0.009509773, 1.0, 0.480086117, 0.298078483, 0.370205711, 0.235223269, 0.031559534, 0.773328678, 0.830887312, 0.291160828, 0.697786397, 0.044583244, 0.000267114, 0.055427942, 0.003981989, 0.002839852
2725, 0.019857601, 0.000419535, 0.004017568, 0.480086117, 1.0, 0.152053009, 0.927340033, 0.027329821, 0.001991154, 0.341118614, 0.121528542, 0.9626198, 0.42378485, 0.089898986, 9.85e-07, 0.019737299, 0.0007077, 5.3698e-05
322, 0.560461388, 0.012583938, 0.342662088, 0.298078483, 0.152053009, 1.0, 0.547143915, 0.395680507, 0.154682382, 0.0370661, 0.494097911, 0.381131667, 0.042701431, 0.006955681, 0.002354015, 0.00082821, 0.196874447, 0.033668287
3775, 0.174385074, 0.002980711, 0.058622578, 0.370205711, 0.927340033, 0.547143915, 1.0, 0.164487561, 0.029420891, 0.366005919, 0.639061907, 0.905604898, 0.306684707, 0.066256861, 0.000276477, 0.037587827, 0.020893832, 0.001744124
3819, 0.714995777, 0.172630676, 0.622275086, 0.235223269, 0.027329821, 0.395680507, 0.164487561, 1.0, 0.912207424, 0.01846132, 0.412412211, 0.047015918, 0.023504361, 0.000677599, 0.110695623, 0.000247792, 0.638190799, 0.316029035
4094, 0.364375198, 0.510659024, 0.468399693, 0.031559534, 0.001991154, 0.154682382, 0.029420891, 0.912207424, 1.0, 0.000454588, 0.077389549, 0.003637761, 0.001313889, 1.0229e-05, 0.099711195, 1.2035e-05, 0.460491436, 0.546249926
4504, 0.031023166, 0.000147407, 0.001692884, 0.773328678, 0.341118614, 0.0370661, 0.366005919, 0.01846132, 0.000454588, 1.0, 0.126116766, 0.128255991, 0.881285072, 0.10991591, 2.83e-07, 0.179660408, 0.000650926, 2.6765e-05
4584, 0.762412688, 0.017366891, 0.029613281, 0.830887312, 0.121528542, 0.494097911, 0.639061907, 0.412412211, 0.077389549, 0.126116766, 1.0, 0.177247802, 0.11642441, 0.004633619, 0.000482853, 0.001840155, 0.043955794, 0.018757788
4701, 0.049835184, 6.8208e-05, 0.030459491, 0.291160828, 0.9626198, 0.381131667, 0.905604898, 0.047015918, 0.003637761, 0.128255991, 0.177247802, 1.0, 0.179528436, 0.026706346, 8.985e-05, 0.006255074, 0.009701398, 0.000825049
5938, 0.046997859, 5.6794e-05, 0.003151664, 0.697786397, 0.42378485, 0.042701431, 0.306684707, 0.023504361, 0.001313889, 0.881285072, 0.11642441, 0.179528436, 1.0, 0.309696766, 3.24e-07, 0.495131436, 0.000427487, 1.4882e-05
6046, 0.000242571, 1.106e-06, 3.7677e-05, 0.044583244, 0.089898986, 0.006955681, 0.066256861, 0.000677599, 1.0229e-05, 0.10991591, 0.004633619, 0.026706346, 0.309696766, 1.0, 1e-09, 0.650788174, 5.217e-06, 1.9e-07
6366, 0.006284131, 0.087261529, 0.117349829, 0.000267114, 9.85e-07, 0.002354015, 0.000276477, 0.110695623, 0.099711195, 2.83e-07, 0.000482853, 8.985e-05, 3.24e-07, 1e-09, 1.0, 0.0, 0.409815624, 0.342352313
6474, 0.000600288, 1.109e-06, 3.674e-05, 0.055427942, 0.019737299, 0.00082821, 0.037587827, 0.000247792, 1.2035e-05, 0.179660408, 0.001840155, 0.006255074, 0.495131436, 0.650788174, 0.0, 1.0, 1.904e-06, 5.2e-08
7784, 0.112490521, 0.600377566, 0.923128501, 0.003981989, 0.0007077, 0.196874447, 0.020893832, 0.638190799, 0.460491436, 0.000650926, 0.043955794, 0.009701398, 0.000427487, 5.217e-06, 0.409815624, 1.904e-06, 1.0, 0.832180495
9977, 0.121846849, 0.295677904, 0.547131548, 0.002839852, 5.3698e-05, 0.033668287, 0.001744124, 0.316029035, 0.546249926, 2.6765e-05, 0.018757788, 0.000825049, 1.4882e-05, 1.9e-07, 0.342352313, 5.2e-08, 0.832180495, 1.0
