text_id, 10879, 11143, 11299, 13165, 2725, 322, 3775, 3819, 4094, 4504, 4584, 4701, 5938, 6046, 6366, 6474, 7784, 9977
10879, 1.0, 2.69e-07, 0.0, 0.0, 8e-09, 0.135118445, 8.4007e-05, 0.028550181, 0.001001842, 0.025937821, 3.482e-06, 0.583533876, 0.207803403, 0.167930466, 9.7102e-05, 1.01e-07, 0.001046908, 7e-09
11143, 2.69e-07, 1.0, 8e-08, 0.337812852, 0.0, 2.2481e-05, 0.033975883, 0.001311494, 0.011391262, 3.6248e-05, 0.600375502, 3.3507e-05, 5.7109e-05, 9.4867e-05, 0.0, 0.449871484, 1.4e-08, 0.0
11299, 0.0, 8e-08, 1.0, 5.3e-08, 0.0, 0.0, 0.005502046, 0.0, 0.003933805, 0.0, 6e-08, 0.0, 0.0, 0.0, 0.0, 1.9e-08, 6e-09, 0.0
13165, 0.0, 0.337812852, 5.3e-08, 1.0, 0.0, 3.8e-08, 0.013826463, 3.316e-06, 0.005409382, 8.4e-08, 0.042288976, 4.3e-08, 3.5e-08, 7.43e-07, 0.0, 0.073759556, 1e-09, 0.0
2725, 8e-09, 0.0, 0.0, 0.0, 1.0, 1e-09, 1.7e-07, 0.0, 2.317e-06, 0.0, 0.0, 0.0, 1e-09, 0.0, 0.000562496, 0.0, 0.283500965, 0.625452717
322, 0.135118445, 2.2481e-05, 0.0, 3.8e-08, 1e-09, 1.0, 8.1387e-05, 0.404729161, 0.001078733, 0.708682448, 0.000283338, 0.709040397, 0.553858174, 0.782256118, 2.93e-07, 7.206e-06, 0.00016407, 1e-09
3775, 8.4007e-05, 0.033975883, 0.005502046, 0.013826463, 1.7e-07, 8.1387e-05, 1.0, 3.8676e-05, 0.786209808, 5.371e-06, 0.003326738, 1.3908e-05, 5.9135e-05, 2.8768e-05, 3.36e-07, 0.001941331, 0.000320695, 3.24e-07
3819, 0.028550181, 0.001311494, 0.0, 3.316e-06, 0.0, 0.404729161, 3.8676e-05, 1.0, 0.001353139, 0.137795583, 0.006884941, 0.285628003, 0.728589251, 0.670237288, 0.0, 0.000616429, 3.1038e-05, 0.0
4094, 0.001001842, 0.011391262, 0.003933805, 0.005409382, 2.317e-06, 0.001078733, 0.786209808, 0.001353139, 1.0, 8.3753e-05, 0.019101209, 0.000201185, 0.001201511, 0.000734546, 2.7485e-05, 0.016260535, 0.005439664, 1.304e-06
4504, 0.025937821, 3.6248e-05, 0.0, 8.4e-08, 0.0, 0.708682448, 5.371e-06, 0.137795583, 8.3753e-05, 1.0, 0.00011234, 0.110709141, 0.269656834, 0.74821127, 0.0, 7.4063e-05, 3.067e-06, 0.0
4584, 3.482e-06, 0.600375502, 6e-08, 0.042288976, 0.0, 0.000283338, 0.003326738, 0.006884941, 0.019101209, 0.00011234, 1.0, 0.000165388, 0.000422865, 0.001619201, 0.0, 0.612645142, 3.4e-08, 0.0
4701, 0.583533876, 3.3507e-05, 0.0, 4.3e-08, 0.0, 0.709040397, 1.3908e-05, 0.285628003, 0.000201185, 0.110709141, 0.000165388, 1.0, 0.475972616, 0.656504818, 3.265e-06, 2.384e-06, 0.000150541, 0.0
5938, 0.207803403, 5.7109e-05, 0.0, 3.5e-08, 1e-09, 0.553858174, 5.9135e-05, 0.728589251, 0.001201511, 0.269656834, 0.000422865, 0.475972616, 1.0, 0.490548172, 5.4e-08, 2.1539e-05, 0.000389381, 1e-09
6046, 0.167930466, 9.4867e-05, 0.0, 7.43e-07, 0.0, 0.782256118, 2.8768e-05, 0.670237288, 0.000734546, 0.74821127, 0.001619201, 0.656504818, 0.490548172, 1.0, 2.1e-08, 3.1968e-05, 3.4089e-05, 0.0
6366, 9.7102e-05, 0.0, 0.0, 0.0, 0.000562496, 2.93e-07, 3.36e-07, 0.0, 2.7485e-05, 0.0, 0.0, 3.265e-06, 5.4e-08, 2.1e-08, 1.0, 0.0, 0.045846119, 2.9474e-05
6474, 1.01e-07, 0.449871484, 1.9e-08, 0.073759556, 0.0, 7.206e-06, 0.001941331, 0.000616429, 0.016260535, 7.4063e-05, 0.612645142, 2.384e-06, 2.1539e-05, 3.1968e-05, 0.0, 1.0, 2.9e-08, 0.0
7784, 0.001046908, 1.4e-08, 6e-09, 1e-09, 0.283500965, 0.00016407, 0.000320695, 3.1038e-05, 0.005439664, 3.067e-06, 3.4e-08, 0.000150541, 0.000389381, 3.4089e-05, 0.045846119, 2.9e-08, 1.0, 0.141035607
9977, 7e-09, 0.0, 0.0, 0.0, 0.625452717, 1e-09, 3.24e-07, 0.0, 1.304e-06, 0.0, 0.0, 0.0, 1e-09, 0.0, 2.9474e-05, 0.0, 0.141035607, 1.0
