340945928782	1	6474
341044306818	1	4094
341150636097	1	4701
341244630296	1	10879
341329659483	1	4504
341411155349	1	11299
341537049100	1	3819
341624246564	1	11143
341703674222	1	2725
341786186665	1	7784
341869797285	1	6046
341954476538	1	3775
342057387840	1	322
342142400748	1	13165
342224546272	1	5938
342313044215	1	6366
342398687963	1	4584
342477417131	1	9977
344836958870	2	4584
344961401708	2	4701
345052414684	2	6366
345150692211	2	322
345229321720	2	4504
345314817113	2	3819
345446627252	2	7784
345551422174	2	6046
345625518797	2	13165
345710197787	2	11143
345796043275	2	4094
345898838059	2	6474
346009399336	2	3775
346091012015	2	2725
346174841442	2	10879
346256520349	2	9977
346340516319	2	5938
346437511325	2	11299
347605504163	3	4584
347739649478	3	4094
347840239591	3	6366
347926244214	3	6046
348049046187	3	5938
348163928681	3	9977
348325555203	3	4701
348415481713	3	6474
348550239686	3	7784
348645107088	3	10879
348741068166	3	2725
348833820195	3	3775
348954074509	3	11299
349041927112	3	13165
349117054334	3	322
349188191535	3	11143
349251752025	3	3819
349343576620	3	4504
354212330642	4	3819
354409870641	4	322
354538036317	4	13165
354652945183	4	6046
354770839511	4	11299
354907682447	4	6474
355090764418	4	11143
355237290123	4	2725
355365757870	4	10879
355493368346	4	9977
355637547540	4	6366
355772634468	4	7784
356021569025	4	4584
356169144741	4	3775
356306488324	4	5938
356429348754	4	4094
356547842525	4	4701
356667951702	4	4504
358019100488	6	11299
358225618145	6	13165
358396033766	6	5938
358554393197	6	11143
358667521174	6	322
358874127546	6	10879
359123646571	6	4584
359276345762	6	4504
359398515158	6	6366
359524632667	6	4701
359660209762	6	6474
359800259644	6	4094
359991841287	6	7784
360152554749	6	6046
360314207796	6	2725
360444551270	6	3775
360574955803	6	9977
360715033599	6	3819
361406834927	7	4504
361480414157	7	4584
361553927636	7	6046
361625307051	7	4701
361703303411	7	6474
361772833337	7	11299
361888377572	7	13165
361959107189	7	3775
362035936641	7	11143
362104816958	7	3819
362184379181	7	5938
362266991915	7	6366
362366237117	7	9977
362439749958	7	2725
362516012676	7	7784
362599592729	7	4094
362662422866	7	322
362730752403	7	10879
364242949986	8	5938
364416282066	8	4094
364564541495	8	3775
364714834138	8	6474
364840135223	8	3819
364990628152	8	11299
365290046386	8	4701
365471087244	8	13165
365565039395	8	6366
365688866797	8	4504
365833531973	8	7784
365957342242	8	2725
366080369952	8	6046
366212729518	8	9977
366327910043	8	10879
366428511718	8	4584
366583992794	8	11143
366714981375	8	322
367489141462	9	3819
367643800072	9	7784
367808530212	9	322
367951740018	9	3775
368100903218	9	11143
368287643102	9	13165
368536563515	9	4504
368676556326	9	5938
368846348195	9	4584
368976425209	9	2725
369098235122	9	4701
369225845283	9	10879
369422237066	9	6046
369530284927	9	6474
369672757697	9	6366
369795634856	9	9977
369910546142	9	4094
370016145531	9	11299
424522934155	10	3775
424658558586	10	322
424782919602	10	4584
424895328787	10	9977
425024240345	10	6046
425149617483	10	5938
425300760304	10	13165
425404553198	10	2725
425530648448	10	4504
425647651872	10	10879
425759896004	10	7784
425860876271	10	4701
426018201931	10	11143
426113147855	10	11299
426233242004	10	6366
426332035298	10	6474
426436848834	10	3819
426538669569	10	4094
430275268313	12	11143
430369463909	12	7784
430486808078	12	6046
430598668829	12	9977
430721179436	12	3819
430838090448	12	4504
430997698869	12	5938
431142441835	12	6474
431275301667	12	2725
431394695650	12	10879
431491376097	12	4094
431576686551	12	11299
431720012699	12	13165
431837207329	12	4701
431929319587	12	322
432052413193	12	6366
432145275069	12	4584
432232187097	12	3775
751046163	13	7784
920682395	13	4504
1047992600	13	6474
1194851564	13	4701
1324845161	13	9977
1452289170	13	11299
1647984635	13	5938
1771378367	13	2725
1893971909	13	322
2004266806	13	11143
2121360558	13	10879
2247554128	13	4584
2398452072	13	6366
2509679713	13	4094
2624507683	13	3775
2740368586	13	3819
2858245770	13	13165
2955674743	13	6046
3552453903	14	13165
3630549987	14	6474
3701531916	14	11143
3772626395	14	4584
3846863606	14	3819
3938427178	14	322
4040031165	14	6366
4122427110	14	5938
4205465128	14	2725
4290281680	14	9977
4359681538	14	7784
4443349476	14	3775
4527212190	14	11299
4610345080	14	4094
4672175717	14	10879
4741670396	14	4701
4808057919	14	6046
4884140513	14	4504
7720595530	15	4701
7794669471	15	6046
7839750421	15	4504
7896434249	15	3775
7950739086	15	5938
8007285130	15	6366
8084146171	15	3819
