8145983655	15	9977
8207064214	15	11299
8271308956	15	13165
8324257033	15	6474
8380187292	15	10879
8472254146	15	2725
8525496337	15	7784
8585456105	15	11143
8643753915	15	4094
8695782130	15	322
8752952940	15	4584
9925258743	16	4584
10154719240	16	4504
10333234363	16	6046
10464510308	16	6366
10622827434	16	4094
10768849169	16	13165
11002939293	16	2725
11129039836	16	10879
11264247667	16	322
11391713455	16	11143
11510364043	16	9977
11633126748	16	7784
11791831329	16	4701
11890133685	16	6474
11999028674	16	5938
12144365110	16	3819
12259271259	16	3775
12369921133	16	11299
14391397460	17	7784
14631885123	17	13165
14742696030	17	6366
14913987425	17	4094
14987884429	17	10879
15097544839	17	3775
15249987244	17	5938
15416552873	17	6474
15504055886	17	4701
15591784774	17	9977
15680380165	17	11299
15770687160	17	4504
15880752904	17	2725
15972672180	17	11143
16088749681	17	3819
16194611362	17	322
16304079487	17	4584
16434364829	17	6046
72707221539	19	11143
72807532571	19	6366
72908708551	19	9977
72990987672	19	3819
73098332998	19	4094
73200010887	19	6474
73325971225	19	322
73407016988	19	10879
73504295136	19	13165
73580357889	19	5938
73667870510	19	3775
73750899284	19	6046
73859793861	19	2725
73951089043	19	4504
74024019092	19	11299
74128714295	19	4584
74222792283	19	7784
74321920286	19	4701
75690254174	20	7784
75826964152	20	3775
75913943957	20	322
76009471612	20	4504
76112391127	20	6474
76215988772	20	4094
76351979971	20	6366
76447875316	20	5938
76535146050	20	3819
76665672770	20	13165
76745766638	20	6046
76840978898	20	4701
76967189357	20	11299
77061476319	20	11143
77151244374	20	10879
77242173106	20	2725
77335968723	20	9977
77441772380	20	4584
78393475549	21	3775
78493953848	21	2725
78588332386	21	6366
78684161110	21	10879
78772106624	21	4094
78847336391	21	6046
78976096341	21	7784
79063725740	21	5938
79171636861	21	322
79239933540	21	9977
79321495792	21	13165
79387542954	21	4701
79527208203	21	6474
79608120630	21	4504
79698705412	21	4584
79793824807	21	11299
79875237741	21	3819
79970599792	21	11143
86847834557	22	5938
87046910179	22	2725
87166916698	22	4094
87268334947	22	4701
87376308528	22	4584
87482164562	22	4504
87648620185	22	10879
87754212687	22	13165
87860968566	22	6046
87949696018	22	6366
88040066706	22	9977
88148831853	22	7784
88278438607	22	6474
88397213578	22	3819
88502439131	22	11143
88587440671	22	322
88686173039	22	11299
88785336625	22	3775
90581928896	23	4094
90804328554	23	3775
90949159015	23	11299
91055580931	23	2725
91168341320	23	6366
91312129737	23	13165
91512945025	23	9977
91642832068	23	7784
91810598607	23	11143
91934337129	23	3819
92105326012	23	6474
92223540119	23	6046
92437052086	23	4584
92591249686	23	5938
92731946833	23	10879
92862742949	23	4701
92979798081	23	322
93096522312	23	4504
95521520554	24	6046
95704546035	24	2725
95877118642	24	4701
96045372602	24	9977
96193126391	24	10879
96346517655	24	6474
96605321734	24	6366
96752722187	24	322
96868932965	24	3819
96991095370	24	4094
97106454299	24	4584
97226520214	24	11299
97419442657	24	3775
97556619715	24	11143
97706128827	24	5938
97811723341	24	13165
97969218445	24	7784
98124910295	24	4504
99418083894	25	11143
99532278542	25	3819
99663788158	25	3775
99754132796	25	6474
99873700234	25	6046
99965729192	25	7784
100164317016	25	10879
100242694373	25	4701
100325373729	25	13165
100413635919	25	322
100512938305	25	4504
100661888474	25	6366
100851480053	25	4584
100964407482	25	5938
101060086244	25	9977
101192180163	25	2725
101288991282	25	4094
101381086637	25	11299
162612415502	27	2725
162704827455	27	6046
162781807067	27	13165
162851886829	27	4584
162928316581	27	6366
163008012690	27	5938
163121147551	27	9977
163192376925	27	3775
163270522958	27	4701
163345386002	27	10879
163432348046	27	11299
163517215402	27	6474
163634109377	27	7784
163712722387	27	322
163777419165	27	4094
163847598786	27	3819
163939344309	27	4504
164008024190	27	11143
433058417	29	322
517853166	29	13165
593519943	29	6366
682698994	29	9977
779756735	29	4094
870185413	29	6474
1029827753	29	11143
1142405186	29	4701
1236333747	29	3819
1334762209	29	7784
1418841232	29	4504
1497837173	29	11299
1630043451	29	6046
1709919402	29	4584
1802012236	29	5938
1877343671	29	2725
1963237510	29	3775
2034450667	29	10879
8603983458	30	5938
8811606227	30	4094
8938983154	30	13165
9049369540	30	6046
9165597257	30	322
9266283564	30	2725
9500482907	30	6366
9636101435	30	10879
9763469138	30	4504
9874063497	30	3819
10017168773	30	4584
10127598556	30	11299
10304524242	30	7784
10428104305	30	6474
10520975071	30	3775
10628600840	30	11143
10746402363	30	4701
10840834169	30	9977
17083332289	32	4504
17184532928	32	2725
17271032858	32	6366
17369028094	32	6474
17480033594	32	4701
17563827805	32	11299
17696422074	32	3819
17772780485	32	7784
17859215334	32	9977
17948190684	32	6046
18024019269	32	10879
18084816429	32	4584
18188481085	32	13165
18259609802	32	322
18329405709	32	11143
18419732127	32	4094
18479392610	32	5938
18545437261	32	3775
19517091397	34	5938
19648623392	34	7784
19713703543	34	4504
19778450558	34	10879
19848248793	34	6046
19916853075	34	4701
20039113398	34	4094
20099826808	34	3819
20184109249	34	6366
20249826800	34	2725
20322139842	34	11143
20377203391	34	13165
20444201452	34	6474
20506224998	34	9977
20563922326	34	4584
20619219354	34	3775
20682839572	34	11299
20757541783	34	322
23530172095	35	3775
23676648143	35	3819
23803292188	35	11143
23907086635	35	7784
23990065912	35	4701
24054464713	35	6046
24185570797	35	4094
24242856825	35	2725
24297173208	35	6366
24355887110	35	6474
24410234139	35	9977
24463864863	35	11299
24554860307	35	10879
24612373867	35	13165
24667104483	35	5938
24720259443	35	322
24774465818	35	4504
24830954270	35	4584
4359618878	36	5938
4567866704	36	322
4707035436	36	4094
4865349541	36	4584
5013032869	36	6046
5108715714	36	11143
5285753032	36	6474
5383082775	36	4504
5467900714	36	4701
5566279306	36	7784
5654258216	36	13165
5731956112	36	11299
5853233067	36	9977
5940831845	36	3775
6044847015	36	6366
6145407421	36	3819
6256273219	36	2725
6357795646	36	10879
